epic_number,Class,Campaign,Probability
206108895,OTHPER,3,0.8441059999999999
206108910, Noise,3,0.414905
206108920,OTHPER,3,0.517885
206109112, Noise,3,0.48523
206109113,  GDOR,3,0.538788
206109121, Noise,3,0.83126
206109169, Noise,3,0.542532
206109218, Noise,3,0.724287
206109248, Noise,3,0.416656
206109273, Noise,3,0.500421
206109317, Noise,3,0.448108
206109324, Noise,3,0.543871
206109343,OTHPER,3,0.804712
206109365,OTHPER,3,0.5185850000000001
206109406, Noise,3,0.416934
206109486, Noise,3,0.5212899999999999
206109489, Noise,3,0.811836
206109495,OTHPER,3,0.414133
206109497,OTHPER,3,0.459172
206109504, Noise,3,0.5444680000000001
206109598, Noise,3,0.737804
206109641,    EA,3,0.770269
206109674, Noise,3,0.49127
206109685,OTHPER,3,0.595136
206109713,OTHPER,3,0.529258
206109716,OTHPER,3,0.518424
206109790, Noise,3,0.800369
206109832, Noise,3,0.505362
206109851,OTHPER,3,0.443902
206109923, Noise,3,0.454925
206109942, Noise,3,0.6290399999999999
206109972, Noise,3,0.494167
206110029, Noise,3,0.390492
206110073,OTHPER,3,0.570592
206110112,OTHPER,3,0.48773199999999994
206110133, Noise,3,0.5949479999999999
206110143, Noise,3,0.566995
206110163, Noise,3,0.727568
206110202, Noise,3,0.47243500000000005
206110212, Noise,3,0.493209
206110247,OTHPER,3,0.505469
206110253, Noise,3,0.556068
206110307, Noise,3,0.390318
206110322,OTHPER,3,0.857864
206110325, DSCUT,3,0.61651
206110336,OTHPER,3,0.47709799999999997
206110345, Noise,3,0.634798
206110374, Noise,3,0.572242
206110380, Noise,3,0.532414
206110389, Noise,3,0.44003100000000006
206110397,OTHPER,3,0.4759
206110405, Noise,3,0.472847
206110479,OTHPER,3,0.45009499999999997
206110566, Noise,3,0.582807
206110607,OTHPER,3,0.45591099999999996
206110644, Noise,3,0.594376
206110660, Noise,3,0.7314109999999999
206110683, Noise,3,0.417249
206110690, Noise,3,0.562574
206110760,OTHPER,3,0.509422
206110770, Noise,3,0.568144
206110784, Noise,3,0.6822159999999999
206110805, Noise,3,0.498119
206110870, Noise,3,0.897383
206110889,OTHPER,3,0.490494
206110898,OTHPER,3,0.6098859999999999
206110903, Noise,3,0.611997
206110968, Noise,3,0.53532
206110988, Noise,3,0.675407
206110991, Noise,3,0.585209
206111003, Noise,3,0.479205
206111008, Noise,3,0.519898
206111122, Noise,3,0.574127
206111133, Noise,3,0.844593
206111153,OTHPER,3,0.785363
206111183,OTHPER,3,0.51565
206111195,OTHPER,3,0.51437
206111212,OTHPER,3,0.43265299999999995
206111262,OTHPER,3,0.502341
206111281, Noise,3,0.395015
206111284,OTHPER,3,0.44730299999999995
206111289,OTHPER,3,0.543759
206111327, Noise,3,0.5521229999999999
206111359, Noise,3,0.503058
206111435,OTHPER,3,0.473444
206111461, Noise,3,0.657013
206111503,OTHPER,3,0.626409
206111519,OTHPER,3,0.688549
206111552,OTHPER,3,0.555685
206111615, Noise,3,0.816787
206111692, Noise,3,0.438879
206111736, Noise,3,0.758325
206111817, Noise,3,0.538329
206111822, Noise,3,0.75965
206111830, Noise,3,0.866447
206111865,OTHPER,3,0.495568
206111893, Noise,3,0.519491
206111932, DSCUT,3,0.61811
206112007, Noise,3,0.813616
206112049, Noise,3,0.784307
206112066,OTHPER,3,0.7519899999999999
206112187, Noise,3,0.716649
206112197,OTHPER,3,0.621186
206112252, Noise,3,0.811183
206112318, Noise,3,0.447291
206112332, Noise,3,0.5265989999999999
206112361,OTHPER,3,0.445542
206112395, Noise,3,0.45778100000000005
206112430,OTHPER,3,0.567507
206112444,OTHPER,3,0.539654
206112468, Noise,3,0.7438939999999999
206112484,OTHPER,3,0.489737
206112486, Noise,3,0.511633
206112489,OTHPER,3,0.454322
206112517, Noise,3,0.570739
206112518, Noise,3,0.72555
206112567,OTHPER,3,0.532158
206112645,OTHPER,3,0.452297
206112670, Noise,3,0.79785
206112685,OTHPER,3,0.45907200000000004
206112690,OTHPER,3,0.8730600000000001
206112707, Noise,3,0.50276
206112725, Noise,3,0.5843649999999999
206112732,OTHPER,3,0.903496
206112757, Noise,3,0.49160600000000004
206112764,OTHPER,3,0.439409
206112827,OTHPER,3,0.524466
206112957, Noise,3,0.510193
206112997, Noise,3,0.467992
206113015, Noise,3,0.46171
206113033, Noise,3,0.633158
206113085,OTHPER,3,0.563017
206113123,OTHPER,3,0.568721
206113159, Noise,3,0.496906
206113188,OTHPER,3,0.705449
206113207, Noise,3,0.527038
206113215, Noise,3,0.756991
206113267,OTHPER,3,0.562376
206113270,OTHPER,3,0.500926
206113294,OTHPER,3,0.471817
206113348, Noise,3,0.534331
206113381,OTHPER,3,0.847275
206113386, Noise,3,0.834458
206113423, Noise,3,0.5162260000000001
206113461, Noise,3,0.49428500000000003
206113475,OTHPER,3,0.747875
206113480,OTHPER,3,0.8650629999999999
206113498,OTHPER,3,0.473584
206113505,OTHPER,3,0.614448
206113518, Noise,3,0.65172
206113596,OTHPER,3,0.458905
206113626,OTHPER,3,0.488511
206113630, Noise,3,0.827541
206113638,OTHPER,3,0.452775
206113686,OTHPER,3,0.674255
206113692, Noise,3,0.503606
206113739,OTHPER,3,0.35835500000000003
206113764,OTHPER,3,0.487534
206113787,OTHPER,3,0.5393180000000001
206113833, Noise,3,0.39973000000000003
206113866, Noise,3,0.6522020000000001
206113918, Noise,3,0.699209
206113922,OTHPER,3,0.924882
206113923, Noise,3,0.648874
206113945, Noise,3,0.7157789999999999
206113978, Noise,3,0.597581
206113988,OTHPER,3,0.589517
206113997,OTHPER,3,0.42700699999999997
206114002, Noise,3,0.490045
206114041, Noise,3,0.857741
206114068, Noise,3,0.507278
206114071,OTHPER,3,0.9074909999999999
206114085, Noise,3,0.673374
206114102,OTHPER,3,0.477966
206114262, Noise,3,0.574155
206114294, Noise,3,0.496072
206114314, Noise,3,0.506676
206114400, Noise,3,0.808796
206114425, Noise,3,0.5805600000000001
206114457, Noise,3,0.463266
206114495,OTHPER,3,0.492807
206114532, Noise,3,0.397571
206114577, Noise,3,0.690368
206114616, Noise,3,0.612484
206114630,OTHPER,3,0.870258
206114648,OTHPER,3,0.9714950000000001
206114667, Noise,3,0.8759110000000001
206114674,OTHPER,3,0.546143
206114701, Noise,3,0.5590579999999999
206114834, Noise,3,0.805375
206114875,OTHPER,3,0.500378
206114889, Noise,3,0.5581550000000001
206114927,  GDOR,3,0.425762
206114954, Noise,3,0.565701
206114989,OTHPER,3,0.49689099999999997
206114990,OTHPER,3,0.5535180000000001
206114991,OTHPER,3,0.634951
206115062, Noise,3,0.513793
206115069, Noise,3,0.537646
206115071, Noise,3,0.353221
206115210,OTHPER,3,0.6196149999999999
206115213,OTHPER,3,0.562443
206115258, Noise,3,0.5750529999999999
206115268, Noise,3,0.6159
206115272, Noise,3,0.603686
206115273,OTHPER,3,0.41829399999999994
206115337, Noise,3,0.348999
206115426,OTHPER,3,0.623099
206115430,OTHPER,3,0.43567100000000003
206115519,OTHPER,3,0.6540779999999999
206115541,OTHPER,3,0.5101479999999999
206115557, Noise,3,0.722197
206115598,OTHPER,3,0.978917
206115603, Noise,3,0.555057
206115627,OTHPER,3,0.484095
206115708,OTHPER,3,0.519837
206115717, Noise,3,0.72239
206115747,OTHPER,3,0.583192
206115760, Noise,3,0.893442
206115828, Noise,3,0.501867
206115863,OTHPER,3,0.960192
206115869, Noise,3,0.502016
206115873,OTHPER,3,0.449963
206115879,OTHPER,3,0.800187
206115887,OTHPER,3,0.775238
206115897,OTHPER,3,0.529887
206115945, Noise,3,0.510526
206115954,OTHPER,3,0.538563
206115972, Noise,3,0.5796359999999999
206115995, Noise,3,0.602165
206116019,OTHPER,3,0.986985
206116157,OTHPER,3,0.445054
206116176, Noise,3,0.494949
206116256,OTHPER,3,0.546621
206116269, Noise,3,0.469779
206116318, Noise,3,0.48350699999999996
206116340,OTHPER,3,0.64415
206116359, Noise,3,0.6641600000000001
206116371, Noise,3,0.676824
206116397,OTHPER,3,0.477401
206116442, Noise,3,0.91979
206116444, Noise,3,0.551091
206116448,OTHPER,3,0.618614
206116491, Noise,3,0.808129
206116541, Noise,3,0.824156
206116546, Noise,3,0.510025
206116547, Noise,3,0.344258
206116619, Noise,3,0.550608
206116629, Noise,3,0.47478100000000006
206116718,OTHPER,3,0.46184
206116773, Noise,3,0.745075
206116779, Noise,3,0.504374
206116793, Noise,3,0.503319
206116796, Noise,3,0.628272
206116877, Noise,3,0.503197
206116906, Noise,3,0.666111
206116965, Noise,3,0.616467
206116976, Noise,3,0.513072
206117029,OTHPER,3,0.468484
206117078, Noise,3,0.522903
206117121, Noise,3,0.519706
206117157,OTHPER,3,0.448871
206117168,OTHPER,3,0.6036050000000001
206117207, Noise,3,0.514929
206117228,OTHPER,3,0.9646290000000001
206117230,OTHPER,3,0.54996
206117244, Noise,3,0.622101
206117249,OTHPER,3,0.49866499999999997
206117310,OTHPER,3,0.624256
206117347, Noise,3,0.42425100000000004
206117349,OTHPER,3,0.664518
206117351,OTHPER,3,0.502125
206117367,OTHPER,3,0.516588
206117376, Noise,3,0.471779
206117409, Noise,3,0.625301
206117438,OTHPER,3,0.435555
206117448,OTHPER,3,0.966706
206117473,OTHPER,3,0.908309
206117547,OTHPER,3,0.5126539999999999
206117559,OTHPER,3,0.9715729999999999
206117564, Noise,3,0.41932600000000003
206117621,OTHPER,3,0.49731000000000003
206117625, Noise,3,0.6092770000000001
206117635,OTHPER,3,0.481538
206117648,OTHPER,3,0.538312
206117658, Noise,3,0.776606
206117696,OTHPER,3,0.95476
206117811, Noise,3,0.568233
206117858,OTHPER,3,0.29249400000000003
206117913, Noise,3,0.512629
206117979, Noise,3,0.471167
206118004, Noise,3,0.44810900000000004
206118021, Noise,3,0.471167
206118056, Noise,3,0.518154
206118090, Noise,3,0.448292
206118135, Noise,3,0.567475
206118155, Noise,3,0.471059
206118202,OTHPER,3,0.722065
206118245, Noise,3,0.614487
206118263, Noise,3,0.6570060000000001
206118294,OTHPER,3,0.722846
206118349,OTHPER,3,0.676218
206118387,OTHPER,3,0.544585
206118427, Noise,3,0.501125
206118464, Noise,3,0.689972
206118499, Noise,3,0.632708
206118504,OTHPER,3,0.46158599999999994
206118507,OTHPER,3,0.595802
206118522, Noise,3,0.52693
206118525, Noise,3,0.6339640000000001
206118565, Noise,3,0.528953
206118600, Noise,3,0.609201
206118667, Noise,3,0.8950520000000001
206118769, Noise,3,0.598631
206118787, Noise,3,0.48249
206118878,OTHPER,3,0.512613
206118982, Noise,3,0.583907
206119018, Noise,3,0.920624
206119025, Noise,3,0.6034229999999999
206119026, Noise,3,0.726437
206119095, Noise,3,0.520476
206119141, Noise,3,0.652705
206119217,OTHPER,3,0.587918
206119238, Noise,3,0.584975
206119245, Noise,3,0.5284399999999999
206119278, Noise,3,0.9185989999999999
206119284, Noise,3,0.711642
206119290, Noise,3,0.515067
206119351, DSCUT,3,0.372938
206119371, Noise,3,0.6769270000000001
206119412, Noise,3,0.801555
206119476, Noise,3,0.456966
206119514,  GDOR,3,0.4451
206119545,OTHPER,3,0.486584
206119553, Noise,3,0.500685
206119639,OTHPER,3,0.550439
206119682, Noise,3,0.464289
206119730,OTHPER,3,0.7068369999999999
206119742, Noise,3,0.548564
206119796,OTHPER,3,0.928041
206119800, Noise,3,0.394212
206119833,OTHPER,3,0.579232
206119868,OTHPER,3,0.459496
206119892,OTHPER,3,0.56372
206119910, Noise,3,0.715612
206119918,OTHPER,3,0.55981
206119924,OTHPER,3,0.486083
206119935,OTHPER,3,0.615188
206119939,OTHPER,3,0.722427
206119983, Noise,3,0.586024
206120030,OTHPER,3,0.566218
206120033, Noise,3,0.522317
206120043,OTHPER,3,0.656745
206120049, Noise,3,0.45906199999999997
206120069, Noise,3,0.569547
206120101,OTHPER,3,0.616261
206120108,OTHPER,3,0.505853
206120199, Noise,3,0.504012
206120254, Noise,3,0.71668
206120256, Noise,3,0.623654
206120352,OTHPER,3,0.456613
206120393, Noise,3,0.479789
206120428,OTHPER,3,0.799826
206120437, Noise,3,0.49151999999999996
206120467, Noise,3,0.8505510000000001
206120536, Noise,3,0.690018
206120630,OTHPER,3,0.532537
206120639, Noise,3,0.500622
206120692,OTHPER,3,0.6933779999999999
206120708, Noise,3,0.771757
206120726, Noise,3,0.899875
206120776, Noise,3,0.521092
206120800,OTHPER,3,0.553283
206120820, Noise,3,0.42161800000000005
206120831,OTHPER,3,0.7957029999999999
206120836, Noise,3,0.49966499999999997
206120837,OTHPER,3,0.52257
206120925,OTHPER,3,0.47480500000000003
206120948, Noise,3,0.52054
206120995, Noise,3,0.5434100000000001
206120999,OTHPER,3,0.49096000000000006
206121005,OTHPER,3,0.471645
206121089, Noise,3,0.688401
206121131, Noise,3,0.401008
206121146, Noise,3,0.59442
206121174, Noise,3,0.450176
206121195,OTHPER,3,0.28074299999999996
206121196,OTHPER,3,0.46323000000000003
206121274,OTHPER,3,0.580627
206121277, Noise,3,0.684052
206121301, Noise,3,0.5149699999999999
206121306, Noise,3,0.48168500000000003
206121354, Noise,3,0.519329
206121378,OTHPER,3,0.721202
206121393, Noise,3,0.377986
206121465,OTHPER,3,0.78709
206121469, Noise,3,0.8411690000000001
206121481, Noise,3,0.454683
206121545, Noise,3,0.601017
206121600,OTHPER,3,0.6539119999999999
206121620, Noise,3,0.514889
206121623, Noise,3,0.49002299999999993
206121650, Noise,3,0.557547
206121656, Noise,3,0.49387299999999995
206121682,OTHPER,3,0.944975
206121696, Noise,3,0.46703100000000003
206121748, Noise,3,0.592742
206121763,OTHPER,3,0.38216999999999995
206121812,OTHPER,3,0.609584
206121833,OTHPER,3,0.523175
206121877, Noise,3,0.5429930000000001
206121958,OTHPER,3,0.586807
206121973, Noise,3,0.6943229999999999
206122001, Noise,3,0.489471
206122017,OTHPER,3,0.850383
206122024, Noise,3,0.615654
206122028, Noise,3,0.744309
206122091, Noise,3,0.5328229999999999
206122145, Noise,3,0.565294
206122211, Noise,3,0.469184
206122253, Noise,3,0.802809
206122257, Noise,3,0.480662
206122264, Noise,3,0.510516
206122373, Noise,3,0.693847
206122393,OTHPER,3,0.661099
206122412, Noise,3,0.733811
206122472, Noise,3,0.585627
206122553,OTHPER,3,0.487019
206122604, Noise,3,0.49054899999999996
206122640, Noise,3,0.799975
206122659, Noise,3,0.547661
206122746, Noise,3,0.447325
206122751,OTHPER,3,0.609162
206122768,OTHPER,3,0.7505470000000001
206122779, Noise,3,0.466721
206122789, Noise,3,0.354437
206122829,OTHPER,3,0.507359
206122892, Noise,3,0.790571
206122917, Noise,3,0.632729
206122989, Noise,3,0.45321999999999996
206122998,OTHPER,3,0.9476829999999999
206123050, Noise,3,0.497931
206123112, Noise,3,0.591123
206123150,OTHPER,3,0.38704099999999997
206123182, Noise,3,0.544009
206123205,OTHPER,3,0.488968
206123227,OTHPER,3,0.43415200000000004
206123250, Noise,3,0.5033920000000001
206123256,OTHPER,3,0.47084
206123260, Noise,3,0.389676
206123271,OTHPER,3,0.471583
206123368, Noise,3,0.483067
206123399,OTHPER,3,0.520935
206123404, Noise,3,0.48343
206123431, Noise,3,0.752463
206123474, Noise,3,0.813991
206123479,OTHPER,3,0.667004
206123510, Noise,3,0.63578
206123527,OTHPER,3,0.8687379999999999
206123599, Noise,3,0.538966
206123620, Noise,3,0.635301
206123645,OTHPER,3,0.800707
206123736, Noise,3,0.503174
206123758, Noise,3,0.5161939999999999
206123771,OTHPER,3,0.457747
206123791, Noise,3,0.71692
206123813, Noise,3,0.5328189999999999
206123863, Noise,3,0.5159239999999999
206123865, Noise,3,0.517825
206123907, Noise,3,0.764778
206123963,  RRab,3,0.640003
206123969,OTHPER,3,0.524007
206123997, Noise,3,0.599655
206124013,OTHPER,3,0.5061359999999999
206124015, Noise,3,0.473307
206124041,OTHPER,3,0.46070200000000006
206124123, Noise,3,0.440538
206124133, Noise,3,0.817829
206124153, Noise,3,0.566858
206124173, Noise,3,0.507354
206124194, Noise,3,0.520515
206124200, Noise,3,0.541586
206124236, Noise,3,0.552571
206124311,OTHPER,3,0.527407
206124395, Noise,3,0.407972
206124437, Noise,3,0.39262199999999997
206124439, Noise,3,0.428227
206124620,OTHPER,3,0.5158689999999999
206124644,OTHPER,3,0.49255299999999996
206124658,OTHPER,3,0.44981800000000005
206124667, Noise,3,0.569509
206124691, Noise,3,0.526364
206124704, Noise,3,0.45082700000000003
206124710,OTHPER,3,0.578232
206124750,OTHPER,3,0.511408
206124751, Noise,3,0.561566
206124763, Noise,3,0.48980500000000005
206124802, Noise,3,0.697114
206124862, Noise,3,0.670514
206124863, Noise,3,0.5868770000000001
206124865, Noise,3,0.5293770000000001
206124932,OTHPER,3,0.48113900000000004
206124977,OTHPER,3,0.48532299999999995
206125077, DSCUT,3,0.597845
206125095, Noise,3,0.49522299999999997
206125100,    EA,3,0.350566
206125125, Noise,3,0.5886680000000001
206125141,OTHPER,3,0.581029
206125167, Noise,3,0.519004
206125172, Noise,3,0.635738
206125205, Noise,3,0.476761
206125303,OTHPER,3,0.460834
206125325, Noise,3,0.48173900000000003
206125361, Noise,3,0.521185
206125365,OTHPER,3,0.974217
206125368, Noise,3,0.549426
206125482,OTHPER,3,0.537693
206125501,OTHPER,3,0.561149
206125558, Noise,3,0.708264
206125562,OTHPER,3,0.45946499999999996
206125595, Noise,3,0.639378
206125599,OTHPER,3,0.635588
206125618,OTHPER,3,0.466326
206125634,OTHPER,3,0.6600699999999999
206125675, Noise,3,0.554008
206125729,OTHPER,3,0.49693999999999994
206125746, Noise,3,0.461088
206125757, Noise,3,0.508672
206125783,OTHPER,3,0.521929
206125788,OTHPER,3,0.526365
206125851,OTHPER,3,0.752721
206125880,OTHPER,3,0.866701
206125901,  RRab,3,0.544461
206125963, Noise,3,0.510474
206126007,OTHPER,3,0.7217640000000001
206126013,OTHPER,3,0.5955229999999999
206126057, Noise,3,0.714901
206126088,OTHPER,3,0.582954
206126110,OTHPER,3,0.47143
206126138, Noise,3,0.501685
206126139,OTHPER,3,0.48622299999999996
206126187,OTHPER,3,0.483612
206126202, Noise,3,0.492939
206126221, Noise,3,0.47226
206126232, Noise,3,0.8155939999999999
206126240, Noise,3,0.43948400000000004
206126311,OTHPER,3,0.532499
206126361, Noise,3,0.500212
206126395,OTHPER,3,0.5263260000000001
206126431, Noise,3,0.5856560000000001
206126435, Noise,3,0.466763
206126479, Noise,3,0.532151
206126499, Noise,3,0.676705
206126511, Noise,3,0.767411
206126569,OTHPER,3,0.8552879999999999
206126602, DSCUT,3,0.5590470000000001
206126611,OTHPER,3,0.665654
206126653, Noise,3,0.5176649999999999
206126654,OTHPER,3,0.525676
206126667, Noise,3,0.405341
206126671, Noise,3,0.56948
206126685, Noise,3,0.510542
206126692, Noise,3,0.6537149999999999
206126731,  RRab,3,0.69596
206126743,OTHPER,3,0.57443
206126778, Noise,3,0.663974
206126813,OTHPER,3,0.426451
206126847,OTHPER,3,0.573936
206126863, Noise,3,0.5328510000000001
206126907, Noise,3,0.486605
206126955, Noise,3,0.47482299999999994
206127050, Noise,3,0.539966
206127071, Noise,3,0.735428
206127103,OTHPER,3,0.683239
206127144,OTHPER,3,0.824044
206127163, Noise,3,0.553808
206127180, Noise,3,0.691317
206127455, Noise,3,0.45736899999999997
206127483, Noise,3,0.583541
206127491,OTHPER,3,0.448884
206127605, Noise,3,0.655899
206127629,OTHPER,3,0.5162439999999999
206127642, Noise,3,0.541078
206127655,OTHPER,3,0.593943
206127695,OTHPER,3,0.670879
206127748,OTHPER,3,0.49418
206127753, Noise,3,0.51435
206127762,OTHPER,3,0.46807200000000004
206127782, Noise,3,0.556232
206127807, Noise,3,0.530215
206127819,OTHPER,3,0.577097
206127832, Noise,3,0.656931
206127930,OTHPER,3,0.500747
206127958, Noise,3,0.510135
206128009, Noise,3,0.51566
206128014, Noise,3,0.741877
206128062, Noise,3,0.527927
206128069,OTHPER,3,0.637374
206128071,OTHPER,3,0.47374399999999994
206128121,OTHPER,3,0.796817
206128135,OTHPER,3,0.471999
206128228, Noise,3,0.560641
206128274,OTHPER,3,0.57043
206128404, Noise,3,0.5374770000000001
206128410, Noise,3,0.743816
206128420, Noise,3,0.832239
206128427, Noise,3,0.506103
206128435, Noise,3,0.56292
206128449, Noise,3,0.49826099999999995
206128467, Noise,3,0.537674
206128473,OTHPER,3,0.466459
206128493,OTHPER,3,0.567808
206128500, Noise,3,0.6170939999999999
206128523, Noise,3,0.508469
206128596, Noise,3,0.542437
206128602, Noise,3,0.721959
206128634,OTHPER,3,0.740608
206128646, Noise,3,0.482468
206128696, Noise,3,0.8633190000000001
206128714, Noise,3,0.650898
206128734, Noise,3,0.751718
206128764, Noise,3,0.5064890000000001
206128774, Noise,3,0.848046
206128808, Noise,3,0.35962
206128819,OTHPER,3,0.499084
206128830,OTHPER,3,0.448966
206128832,OTHPER,3,0.504567
206128836, Noise,3,0.5784590000000001
206128849,OTHPER,3,0.60065
206128900,OTHPER,3,0.810076
206128947,OTHPER,3,0.72547
206128954, Noise,3,0.720186
206129059, Noise,3,0.549613
206129061, Noise,3,0.580789
206129145,OTHPER,3,0.559262
206129250,OTHPER,3,0.44873999999999997
206129409,  GDOR,3,0.386299
206129430,OTHPER,3,0.83183
206129505, Noise,3,0.764212
206129521, Noise,3,0.333575
206129551,OTHPER,3,0.44813100000000006
206129602,OTHPER,3,0.532321
206129626,OTHPER,3,0.520088
206129709,OTHPER,3,0.577713
206129718,OTHPER,3,0.585719
206129788, Noise,3,0.356925
206129793, Noise,3,0.670588
206129834, Noise,3,0.476663
206129918, Noise,3,0.540734
206129954,OTHPER,3,0.49849099999999996
206129955, Noise,3,0.47187700000000005
206129966, Noise,3,0.613512
206129995, Noise,3,0.917342
206130043,OTHPER,3,0.9891770000000001
206130118, Noise,3,0.49952799999999997
206130195, Noise,3,0.529266
206130199,OTHPER,3,0.6458699999999999
206130242, Noise,3,0.513614
206130252, Noise,3,0.41563599999999995
206130353,OTHPER,3,0.603517
206130383, Noise,3,0.505502
206130420, Noise,3,0.5198510000000001
206130592,OTHPER,3,0.49768900000000005
206130601, Noise,3,0.52627
206130613,OTHPER,3,0.48553599999999997
206130635, Noise,3,0.505625
206130710, Noise,3,0.680998
206130712, Noise,3,0.504844
206130732, Noise,3,0.498683
206130780, Noise,3,0.8629319999999999
206130800, Noise,3,0.5197430000000001
206130924, Noise,3,0.45022399999999996
206130966, Noise,3,0.523656
206130997, Noise,3,0.475042
206131052,OTHPER,3,0.952635
206131053,OTHPER,3,0.45660600000000007
206131060, Noise,3,0.537203
206131091, Noise,3,0.46903599999999995
206131093, Noise,3,0.473979
206131127,OTHPER,3,0.516514
206131128, Noise,3,0.57803
206131149, Noise,3,0.532928
206131182, Noise,3,0.657385
206131197,OTHPER,3,0.811171
206131208, Noise,3,0.5676220000000001
206131217,OTHPER,3,0.561833
206131225, Noise,3,0.7535609999999999
206131233, Noise,3,0.726726
206131255, Noise,3,0.488928
206131301, Noise,3,0.549772
206131310, Noise,3,0.741006
206131322, Noise,3,0.504282
206131351,  RRab,3,0.643331
206131355, Noise,3,0.7050569999999999
206131413,OTHPER,3,0.6356930000000001
206131496,OTHPER,3,0.7143430000000001
206131504,OTHPER,3,0.460722
206131577,OTHPER,3,0.483175
206131585, Noise,3,0.479942
206131664,OTHPER,3,0.513247
206131678, Noise,3,0.626487
206131695, Noise,3,0.606676
206131730,OTHPER,3,0.5166189999999999
206131782, Noise,3,0.667593
206131832, Noise,3,0.438827
206131837, Noise,3,0.788455
206131867, Noise,3,0.41186000000000006
206131948, Noise,3,0.471037
206131975,OTHPER,3,0.8230190000000001
206131981, Noise,3,0.7286279999999999
206132013, Noise,3,0.5351
206132041,OTHPER,3,0.744052
206132092, DSCUT,3,0.8349489999999999
206132194, Noise,3,0.711503
206132246, Noise,3,0.581781
206132304,OTHPER,3,0.48564300000000005
206132308, Noise,3,0.442784
206132311, Noise,3,0.535601
206132377,OTHPER,3,0.41508500000000004
206132405, DSCUT,3,0.513853
206132430, Noise,3,0.766063
206132433, Noise,3,0.48148100000000005
206132435,OTHPER,3,0.48521899999999996
206132447, Noise,3,0.587857
206132490, Noise,3,0.5924649999999999
206132515, DSCUT,3,0.512149
206132534,OTHPER,3,0.546457
206132563, Noise,3,0.636609
206132581,OTHPER,3,0.809516
206132582, Noise,3,0.693804
206132610, Noise,3,0.72164
206132629, Noise,3,0.49547299999999994
206132632, Noise,3,0.460818
206132642, Noise,3,0.466128
206132705, Noise,3,0.686562
206132710, Noise,3,0.7119770000000001
206132739, Noise,3,0.566615
206132743, Noise,3,0.507793
206132770,OTHPER,3,0.5332819999999999
206132790,OTHPER,3,0.638225
206132828, Noise,3,0.631456
206132857, Noise,3,0.656453
206132887,OTHPER,3,0.671922
206133054,OTHPER,3,0.483325
206133061,  GDOR,3,0.38407600000000003
206133080,OTHPER,3,0.529989
206133103,OTHPER,3,0.548642
206133114, Noise,3,0.535224
206133199,OTHPER,3,0.619494
206133225, Noise,3,0.456093
206133284,OTHPER,3,0.964424
206133309,OTHPER,3,0.68796
206133310, Noise,3,0.681103
206133321,OTHPER,3,0.546797
206133322,OTHPER,3,0.484191
206133362, Noise,3,0.778593
206133377, Noise,3,0.472026
206133515, Noise,3,0.49559
206133520, Noise,3,0.526734
206133588, Noise,3,0.7002430000000001
206133595, Noise,3,0.9257139999999999
206133603,OTHPER,3,0.42534399999999994
206133624, Noise,3,0.549078
206133632, Noise,3,0.5198189999999999
206133660,OTHPER,3,0.5213810000000001
206133795,OTHPER,3,0.44297600000000004
206133850,OTHPER,3,0.478443
206133873,OTHPER,3,0.8388059999999999
206133947, Noise,3,0.537248
206133963, Noise,3,0.567943
206133973,OTHPER,3,0.496463
206134035,OTHPER,3,0.511142
206134045, Noise,3,0.62083
206134202,OTHPER,3,0.41750699999999996
206134235, Noise,3,0.545138
206134292, Noise,3,0.5915100000000001
206134391,OTHPER,3,0.578277
206134463, Noise,3,0.458007
206134468, Noise,3,0.502666
206134477,    EB,3,0.8907700000000001
206134512, Noise,3,0.582863
206134581, Noise,3,0.664024
206134590,OTHPER,3,0.547694
206134598, Noise,3,0.567547
206134600, Noise,3,0.6520199999999999
206134655, Noise,3,0.5324180000000001
206134716, Noise,3,0.49985799999999997
206134759, Noise,3,0.496331
206134785, Noise,3,0.42823
206134919, Noise,3,0.5655319999999999
206134946, Noise,3,0.735746
206134949,OTHPER,3,0.5288189999999999
206134973, Noise,3,0.5938359999999999
206135011,OTHPER,3,0.543755
206135032, Noise,3,0.576856
206135061, Noise,3,0.47161400000000003
206135075,    EA,3,0.8021119999999999
206135083, Noise,3,0.765195
206135129,OTHPER,3,0.8954979999999999
206135130, Noise,3,0.658708
206135170,OTHPER,3,0.931269
206135222, Noise,3,0.567025
206135257, Noise,3,0.547305
206135267,OTHPER,3,0.725813
206135314, Noise,3,0.53874
206135325, Noise,3,0.56698
206135331, Noise,3,0.492383
206135335,OTHPER,3,0.433838
206135364, Noise,3,0.492935
206135369, Noise,3,0.5314399999999999
206135380, Noise,3,0.704497
206135415,OTHPER,3,0.715086
206135422,OTHPER,3,0.538706
206135464, Noise,3,0.77945
206135484,OTHPER,3,0.499904
206135491, Noise,3,0.589829
206135505,OTHPER,3,0.626247
206135514, Noise,3,0.456933
206135556,OTHPER,3,0.46215200000000006
206135562, Noise,3,0.557279
206135565, Noise,3,0.407913
206135591,OTHPER,3,0.653177
206135606,OTHPER,3,0.47680100000000003
206135638,OTHPER,3,0.502922
206135669,OTHPER,3,0.645989
206135680, Noise,3,0.676371
206135682,OTHPER,3,0.895058
206135700,OTHPER,3,0.517444
206135762, Noise,3,0.5125029999999999
206135764,OTHPER,3,0.708708
206135809,OTHPER,3,0.462171
206135852,OTHPER,3,0.524343
