epic_number,Campaign,Class,Probability
206042331,3,OTHPER,0.5271359999999999
206042332,3, Noise,0.599394
206042412,3,OTHPER,0.41487799999999997
206042459,3,OTHPER,0.518042
206042507,3, Noise,0.44423599999999996
206042549,3,OTHPER,0.536845
206042573,3, Noise,0.741995
206042579,3, Noise,0.474871
206042627,3, Noise,0.5117079999999999
206042636,3, Noise,0.593474
206042720,3,OTHPER,0.448455
206042852,3, Noise,0.609639
206042874,3,OTHPER,0.529766
206042946,3,OTHPER,0.634785
206042996,3, Noise,0.510275
206043021,3, Noise,0.479364
206043023,3, Noise,0.515948
206043032,3,OTHPER,0.743376
206043138,3,OTHPER,0.479357
206043147,3, Noise,0.67223
206043157,3, Noise,0.5774590000000001
206043225,3, Noise,0.512832
206043297,3, Noise,0.5934
206043391,3, Noise,0.577634
206043475,3,OTHPER,0.7811859999999999
206043480,3,OTHPER,0.477955
206043525,3, Noise,0.44757299999999994
206043545,3, Noise,0.402371
206043557,3,OTHPER,0.516415
206043590,3,OTHPER,0.5693199999999999
206043758,3, Noise,0.513371
206043761,3, Noise,0.643915
206043819,3, Noise,0.554815
206043829,3,OTHPER,0.542776
206043880,3,OTHPER,0.496442
206043905,3,OTHPER,0.525937
206043931,3, Noise,0.5563560000000001
206043936,3,OTHPER,0.44446899999999995
206043959,3,OTHPER,0.779399
206043969,3,OTHPER,0.582846
206043990,3, Noise,0.676632
206044002,3, Noise,0.6860689999999999
206044010,3,OTHPER,0.709046
206044015,3, Noise,0.475707
206044021,3,OTHPER,0.796772
206044029,3, Noise,0.5775060000000001
206044071,3, Noise,0.470992
206044110,3, Noise,0.482572
206044127,3, Noise,0.46657600000000005
206044133,3, Noise,0.615941
206044142,3,OTHPER,0.740582
206044160,3,OTHPER,0.576238
206044222,3, Noise,0.559585
206044239,3, Noise,0.56795
206044262,3, Noise,0.556942
206044294,3, Noise,0.505653
206044359,3, Noise,0.5013850000000001
206044375,3, Noise,0.7778470000000001
206044376,3, Noise,0.508246
206044395,3,OTHPER,0.67102
206044484,3,OTHPER,0.479677
206044489,3,OTHPER,0.423779
206044527,3,OTHPER,0.9025850000000001
206044558,3,OTHPER,0.793554
206044699,3,OTHPER,0.866649
206044733,3, Noise,0.5041800000000001
206044763,3, Noise,0.502533
206044766,3,  GDOR,0.565421
206044803,3,OTHPER,0.602841
206044823,3, Noise,0.598895
206044826,3,OTHPER,0.450424
206044837,3,  RRab,0.659976
206044934,3, Noise,0.500634
206044943,3, Noise,0.470588
206044954,3, Noise,0.44746199999999997
206045005,3, Noise,0.6007859999999999
206045066,3, Noise,0.509926
206045069,3, Noise,0.539039
206045090,3, Noise,0.619627
206045100,3, Noise,0.5289510000000001
206045102,3,OTHPER,0.526084
206045109,3,OTHPER,0.587942
206045146,3,    EB,0.957067
206045147,3, Noise,0.452292
206045166,3, Noise,0.47647
206045204,3, Noise,0.512786
206045363,3, Noise,0.466822
206045377,3,OTHPER,0.5014460000000001
206045391,3,OTHPER,0.584687
206045394,3,OTHPER,0.550139
206045420,3,OTHPER,0.464301
206045448,3,    EB,0.96899
206045463,3,OTHPER,0.43665
206045486,3, Noise,0.719942
206045504,3, Noise,0.529354
206045552,3, Noise,0.6823640000000001
206045570,3,OTHPER,0.575427
206045622,3, Noise,0.7560859999999999
206045632,3,OTHPER,0.567843
206045802,3, Noise,0.6511359999999999
206045805,3,OTHPER,0.528189
206045914,3,OTHPER,0.717198
206045926,3, Noise,0.535199
206045938,3, Noise,0.693401
206045982,3, Noise,0.5040859999999999
206046025,3,OTHPER,0.55676
206046054,3, Noise,0.626449
206046073,3,  RRab,0.9030309999999999
206046124,3, Noise,0.476707
206046177,3, Noise,0.646754
206046288,3, Noise,0.41398100000000004
206046297,3, Noise,0.698235
206046362,3,OTHPER,0.49154799999999993
206046398,3,OTHPER,0.564829
206046401,3,OTHPER,0.531709
206046469,3, Noise,0.59921
206046474,3,OTHPER,0.5229550000000001
206046479,3, Noise,0.555836
206046499,3,OTHPER,0.539837
206046518,3, Noise,0.493295
206046542,3,OTHPER,0.457275
206046564,3,OTHPER,0.698704
206046572,3,OTHPER,0.483271
206046719,3,OTHPER,0.593238
206046748,3,    EB,0.987936
206046757,3, Noise,0.585422
206046788,3, Noise,0.5092260000000001
206046790,3, Noise,0.48692299999999994
206046984,3, Noise,0.530488
206047007,3, Noise,0.809157
206047037,3, Noise,0.8853200000000001
206047048,3, Noise,0.732558
206047055,3,OTHPER,0.476332
206047062,3, Noise,0.444766
206047113,3, Noise,0.664784
206047180,3, DSCUT,0.6892550000000001
206047252,3, Noise,0.715075
206047275,3,OTHPER,0.6142270000000001
206047286,3, Noise,0.599223
206047297,3,OTHPER,0.8437389999999999
206047309,3,OTHPER,0.5814739999999999
206047337,3,OTHPER,0.641929
206047384,3,OTHPER,0.5079060000000001
206047399,3, Noise,0.658469
206047401,3, Noise,0.686161
206047512,3, Noise,0.478137
206047521,3, Noise,0.639832
206047650,3, Noise,0.5159
206047730,3, Noise,0.49268599999999996
206047900,3, Noise,0.676538
206047916,3, Noise,0.581184
206048095,3, Noise,0.5294770000000001
206048112,3,OTHPER,0.62135
206048121,3, Noise,0.535569
206048274,3, Noise,0.622136
206048305,3,OTHPER,0.54138
206048346,3, Noise,0.590337
206048350,3, Noise,0.515912
206048386,3, Noise,0.618104
206048467,3,OTHPER,0.46499399999999996
206048479,3, Noise,0.636264
206048480,3,OTHPER,0.856713
206048508,3,OTHPER,0.504323
206048559,3, Noise,0.44426400000000005
206048575,3, Noise,0.548284
206048584,3,OTHPER,0.480821
206048592,3,OTHPER,0.46208
206048720,3,OTHPER,0.7720779999999999
206048768,3,OTHPER,0.558116
206048778,3,OTHPER,0.5416920000000001
206048811,3,OTHPER,0.654587
206048828,3, Noise,0.42515600000000003
206048855,3, Noise,0.501695
206048862,3, Noise,0.5467029999999999
206048885,3,OTHPER,0.5609430000000001
206048937,3, DSCUT,0.5035430000000001
206049073,3, Noise,0.545361
206049125,3, Noise,0.456676
206049222,3,    EB,0.948119
206049273,3,OTHPER,0.481721
206049329,3, Noise,0.522238
206049331,3, Noise,0.744684
206049364,3, Noise,0.507195
206049412,3, Noise,0.574617
206049476,3,OTHPER,0.423112
206049503,3,OTHPER,0.714964
206049554,3, Noise,0.530654
206049556,3,OTHPER,0.821477
206049606,3,OTHPER,0.535775
206049671,3, Noise,0.5350699999999999
206049740,3, Noise,0.600691
206049745,3,OTHPER,0.479717
206049764,3, Noise,0.511281
206049789,3, Noise,0.499224
206049796,3,OTHPER,0.5066890000000001
206049811,3, Noise,0.50977
206049832,3,OTHPER,0.695184
206049924,3, Noise,0.412422
206049954,3, Noise,0.617196
206049991,3, Noise,0.544454
206050032,3,OTHPER,0.541378
206050109,3, Noise,0.493016
206050140,3, Noise,0.534028
206050222,3, Noise,0.622261
206050298,3,OTHPER,0.452578
206050406,3, Noise,0.49508100000000005
206050461,3,OTHPER,0.519642
206050466,3, Noise,0.543871
206050573,3,OTHPER,0.551763
206050661,3,OTHPER,0.55678
206050709,3, Noise,0.45419
206050724,3,OTHPER,0.555607
206050859,3,OTHPER,0.5665359999999999
206050880,3,OTHPER,0.825376
206050887,3,OTHPER,0.5199739999999999
206050902,3, Noise,0.6603829999999999
206050904,3, Noise,0.597751
206051048,3,OTHPER,0.607553
206051054,3, Noise,0.440188
206051070,3,OTHPER,0.544241
206051094,3, Noise,0.46004399999999995
206051173,3, Noise,0.630868
206051215,3, Noise,0.47693800000000003
206051246,3,OTHPER,0.479508
206051256,3,OTHPER,0.6674
206051257,3,OTHPER,0.597992
206051292,3,OTHPER,0.500203
206051359,3,OTHPER,0.515022
206051382,3, Noise,0.571214
206051450,3, Noise,0.45299999999999996
206051507,3,OTHPER,0.49122
206051563,3,  GDOR,0.951274
206051565,3, Noise,0.5526479999999999
206051624,3,OTHPER,0.452233
206051661,3, Noise,0.403673
206051701,3,OTHPER,0.671629
206051737,3, Noise,0.616689
206051846,3, Noise,0.51489
206051860,3, Noise,0.588823
206051863,3,OTHPER,0.63845
206051873,3,OTHPER,0.74939
206051879,3,OTHPER,0.916904
206051986,3, Noise,0.7888189999999999
206052022,3, Noise,0.880519
206052115,3, Noise,0.49735
206052124,3,OTHPER,0.850245
206052152,3,OTHPER,0.578343
206052160,3, Noise,0.541722
206052235,3, Noise,0.44623199999999996
206052277,3, Noise,0.44338599999999995
206052313,3, Noise,0.46856400000000004
206052452,3, Noise,0.634475
206052511,3,OTHPER,0.512167
206052597,3, Noise,0.648129
206052599,3,OTHPER,0.474891
206052618,3, Noise,0.49482
206052803,3, Noise,0.510125
206052811,3, Noise,0.535198
206052833,3, Noise,0.788339
206052875,3,OTHPER,0.930277
206052953,3, Noise,0.532692
206052992,3,OTHPER,0.808929
206053001,3, Noise,0.47038599999999997
206053019,3,OTHPER,0.49852299999999994
206053048,3, Noise,0.599799
206053062,3, Noise,0.506776
206053138,3, Noise,0.508686
206053140,3,OTHPER,0.573626
206053173,3, Noise,0.548643
206053295,3, Noise,0.435044
206053352,3, Noise,0.758603
206053360,3,OTHPER,0.6879649999999999
206053389,3,OTHPER,0.45043
206053496,3,OTHPER,0.63495
206053541,3,OTHPER,0.9407059999999999
206053592,3,  RRab,0.9466530000000001
206053593,3, Noise,0.48158599999999996
206053602,3, Noise,0.5890850000000001
206053622,3, Noise,0.494566
206053626,3, Noise,0.6448689999999999
206053649,3, Noise,0.681117
206053651,3, Noise,0.53375
206053675,3, Noise,0.510283
206053793,3,OTHPER,0.47408
206053801,3,OTHPER,0.731773
206053819,3,OTHPER,0.571782
206053836,3, Noise,0.516231
206053844,3,OTHPER,0.49699099999999996
206053866,3,OTHPER,0.528692
206053877,3, Noise,0.658103
206053881,3, Noise,0.49963199999999997
206053905,3,OTHPER,0.585781
206054011,3, Noise,0.541072
206054042,3,OTHPER,0.49539399999999995
206054053,3,OTHPER,0.5063979999999999
206054081,3, Noise,0.481591
206054167,3,OTHPER,0.638243
206054175,3,OTHPER,0.496511
206054186,3, Noise,0.644034
206054202,3,OTHPER,0.674443
206054273,3,OTHPER,0.65874
206054329,3,OTHPER,0.724272
206054392,3,OTHPER,0.580612
206054401,3,OTHPER,0.514674
206054417,3,OTHPER,0.6220859999999999
206054440,3,OTHPER,0.9542950000000001
206054454,3,OTHPER,0.442867
206054499,3, Noise,0.631636
206054535,3,OTHPER,0.538736
206054604,3, Noise,0.880531
206054616,3, Noise,0.427597
206054670,3, Noise,0.5176609999999999
206054671,3,OTHPER,0.603554
206054675,3,OTHPER,0.568879
206054678,3, Noise,0.486835
206054846,3,OTHPER,0.789443
206054940,3, Noise,0.6918350000000001
206054969,3,OTHPER,0.555109
206055014,3,OTHPER,0.586735
206055031,3,  GDOR,0.407604
206055061,3, Noise,0.56271
206055065,3,OTHPER,0.755677
206055159,3, Noise,0.548275
206055190,3,OTHPER,0.802145
206055204,3, Noise,0.5014390000000001
206055301,3,OTHPER,0.501142
206055420,3,OTHPER,0.9523780000000001
206055447,3, Noise,0.7045
206055602,3, Noise,0.613621
206055733,3, Noise,0.744258
206055764,3, Noise,0.709596
206055768,3,OTHPER,0.539329
206055794,3, Noise,0.48820399999999997
206055858,3,OTHPER,0.509063
206055865,3, Noise,0.5973649999999999
206055919,3,OTHPER,0.789064
206055949,3, Noise,0.707897
206055951,3,OTHPER,0.789064
206055981,3,OTHPER,0.575764
206055982,3,OTHPER,0.539465
206056048,3,OTHPER,0.479875
206056126,3,OTHPER,0.818634
206056133,3,OTHPER,0.467504
206056155,3, DSCUT,0.927104
206056159,3,OTHPER,0.5320090000000001
206056181,3, Noise,0.810509
206056183,3, Noise,0.565517
206056197,3, Noise,0.414012
206056226,3, Noise,0.8517
206056310,3, Noise,0.447701
206056337,3, Noise,0.543079
206056376,3,OTHPER,0.4817
206056430,3, Noise,0.591187
206056433,3, Noise,0.479318
206056442,3, Noise,0.556497
206056517,3, Noise,0.668405
206056634,3, Noise,0.44385699999999995
206056648,3,OTHPER,0.858143
206056771,3, Noise,0.5353399999999999
206056775,3,OTHPER,0.53992
206056826,3, Noise,0.753213
206056832,3,OTHPER,0.586889
206056979,3,OTHPER,0.628717
206056980,3,OTHPER,0.503783
206056999,3,OTHPER,0.8218219999999999
206057027,3, Noise,0.405028
206057098,3,OTHPER,0.45801000000000003
206057154,3,OTHPER,0.469616
206057170,3, Noise,0.62608
206057199,3,OTHPER,0.700716
206057229,3, Noise,0.8323510000000001
206057237,3, Noise,0.567233
206057281,3, Noise,0.527406
206057287,3, Noise,0.832359
206057295,3, Noise,0.425383
206057360,3, Noise,0.635886
206057408,3,OTHPER,0.897508
206057420,3,OTHPER,0.48489499999999996
206057532,3, Noise,0.500646
206057551,3, Noise,0.470106
206057572,3,OTHPER,0.438018
206057621,3,OTHPER,0.728737
206057623,3, Noise,0.5919770000000001
206057639,3, Noise,0.616414
206057649,3,OTHPER,0.5353680000000001
206057654,3, Noise,0.66371
206057663,3,OTHPER,0.528721
206057665,3,OTHPER,0.46755399999999997
206057700,3, Noise,0.5355439999999999
206057733,3,OTHPER,0.439013
206057777,3,OTHPER,0.44636800000000004
206057814,3,OTHPER,0.620121
206057842,3, Noise,0.490888
206057853,3, Noise,0.544133
206057859,3, Noise,0.49175699999999994
206057894,3, Noise,0.590561
206057904,3, Noise,0.509564
206057905,3, Noise,0.777412
206057917,3, Noise,0.649519
206057930,3, Noise,0.494511
206058056,3,OTHPER,0.526462
206058139,3,OTHPER,0.460348
206058152,3,OTHPER,0.633261
206058209,3, Noise,0.48406099999999996
206058210,3,OTHPER,0.518265
206058232,3, Noise,0.501268
206058234,3, Noise,0.725478
206058238,3,OTHPER,0.593591
206058243,3, Noise,0.6010939999999999
206058245,3, Noise,0.527241
206058272,3, Noise,0.5234449999999999
206058287,3, Noise,0.43465299999999996
206058317,3,OTHPER,0.504364
206058338,3, Noise,0.46780200000000005
206058354,3, Noise,0.446608
206058359,3,OTHPER,0.661131
206058383,3,OTHPER,0.45705
206058387,3,    EB,0.9854120000000001
206058400,3, Noise,0.499964
206058431,3,OTHPER,0.5434479999999999
206058433,3, Noise,0.597645
206058474,3, Noise,0.831033
206058540,3, Noise,0.425942
206058586,3, Noise,0.889605
206058619,3, Noise,0.42242299999999994
206058625,3, Noise,0.49796
206058794,3,OTHPER,0.434071
206058851,3, Noise,0.553305
206058873,3,OTHPER,0.49616800000000005
206058910,3,OTHPER,0.638397
206058970,3, Noise,0.7423489999999999
206058994,3,OTHPER,0.909532
206059009,3, Noise,0.7652359999999999
206059064,3,OTHPER,0.828484
206059097,3,OTHPER,0.531775
206059142,3, Noise,0.809481
206059169,3,OTHPER,0.513778
206059221,3, Noise,0.41513
206059251,3,OTHPER,0.9675600000000001
206059267,3, Noise,0.5682689999999999
206059441,3, Noise,0.466681
206059464,3, Noise,0.577184
206059508,3, Noise,0.557175
206059654,3, Noise,0.581101
206059670,3,OTHPER,0.484882
206059688,3, Noise,0.597375
206059785,3,OTHPER,0.540566
206059787,3,OTHPER,0.489195
206059825,3, Noise,0.47550299999999995
206059850,3,OTHPER,0.884805
206059872,3,OTHPER,0.9207190000000001
206059916,3, Noise,0.5365850000000001
206059931,3, Noise,0.63105
206059945,3,OTHPER,0.506681
206060014,3,OTHPER,0.76578
206060021,3, Noise,0.51158
206060074,3, Noise,0.600713
206060077,3, Noise,0.5290699999999999
206060212,3,OTHPER,0.489733
206060224,3, Noise,0.630845
206060236,3,OTHPER,0.427777
206060241,3,OTHPER,0.9205040000000001
206060248,3, Noise,0.499068
206060253,3,OTHPER,0.9182790000000001
206060255,3, Noise,0.603494
206060349,3, Noise,0.46731000000000006
206060353,3, Noise,0.560828
206060468,3,OTHPER,0.527228
206060470,3,OTHPER,0.6206699999999999
206060575,3,OTHPER,0.962405
206060611,3, Noise,0.653981
206060650,3, Noise,0.47093500000000005
206060670,3, Noise,0.521049
206060787,3, Noise,0.599916
206060811,3, DSCUT,0.45916899999999994
206060853,3,OTHPER,0.486497
206060861,3,OTHPER,0.985237
206060905,3,OTHPER,0.649941
206060923,3, Noise,0.428612
206060972,3,OTHPER,0.594796
206060978,3, Noise,0.459844
206060983,3, Noise,0.518289
206060998,3,OTHPER,0.528266
206061018,3, Noise,0.65923
206061037,3, Noise,0.464196
206061155,3, Noise,0.48338000000000003
206061159,3,OTHPER,0.49632200000000004
206061267,3,OTHPER,0.539097
206061283,3, Noise,0.48724799999999996
206061292,3,OTHPER,0.889058
206061373,3,OTHPER,0.537924
206061376,3,OTHPER,0.49568900000000005
206061388,3, Noise,0.523342
206061508,3, Noise,0.526042
206061524,3, Noise,0.641141
206061540,3, Noise,0.640035
206061546,3,OTHPER,0.49749099999999996
206061562,3, Noise,0.5806939999999999
206061645,3, Noise,0.602781
206061686,3,OTHPER,0.877649
206061710,3,  GDOR,0.577611
206061731,3, Noise,0.6242449999999999
206061767,3,OTHPER,0.534371
206061772,3, Noise,0.546563
206061790,3,OTHPER,0.511509
206061812,3,OTHPER,0.97408
206061837,3,OTHPER,0.540354
206061858,3,OTHPER,0.512505
206061979,3,OTHPER,0.555739
206062004,3,OTHPER,0.48508
206062063,3,OTHPER,0.547657
206062076,3,OTHPER,0.543198
206062143,3,OTHPER,0.794221
206062148,3,OTHPER,0.47197100000000003
206062212,3, Noise,0.689875
206062226,3, Noise,0.492097
206062233,3,OTHPER,0.439939
206062240,3, Noise,0.5632590000000001
206062311,3, Noise,0.549505
206062328,3,OTHPER,0.519373
206062345,3, Noise,0.5555680000000001
206062346,3, Noise,0.5317390000000001
206062442,3,OTHPER,0.6314890000000001
206062455,3, Noise,0.447154
206062458,3, Noise,0.651203
206062464,3,OTHPER,0.5584140000000001
206062492,3,OTHPER,0.518904
206062533,3, Noise,0.595514
206062541,3, Noise,0.738618
206062608,3, Noise,0.555461
206062609,3,OTHPER,0.7888069999999999
206062738,3, Noise,0.48139899999999997
206062740,3,OTHPER,0.505745
206062813,3,OTHPER,0.5956060000000001
206062874,3, Noise,0.745344
206062895,3, Noise,0.588753
206062898,3, Noise,0.556811
206062918,3,OTHPER,0.48076
206062922,3, Noise,0.8832459999999999
206062948,3,OTHPER,0.49575699999999995
206062953,3,OTHPER,0.488504
206062972,3, Noise,0.549279
206063007,3,OTHPER,0.521877
206063069,3, Noise,0.46441400000000005
206063128,3, Noise,0.5606369999999999
206063141,3, Noise,0.7109
206063183,3, Noise,0.572291
206063235,3,OTHPER,0.487187
206063251,3,OTHPER,0.611797
206063267,3, Noise,0.46136800000000006
206063326,3,OTHPER,0.527469
206063336,3,OTHPER,0.5873689999999999
206063364,3,OTHPER,0.541079
206063382,3, Noise,0.631468
206063400,3, Noise,0.5510430000000001
206063437,3, Noise,0.697765
206063464,3,OTHPER,0.498957
206063469,3,OTHPER,0.446888
206063505,3,OTHPER,0.555098
206063516,3, Noise,0.565316
206063680,3, Noise,0.511356
206063686,3, Noise,0.46275900000000003
206063691,3, Noise,0.6032770000000001
206063705,3, Noise,0.8351129999999999
206063726,3,OTHPER,0.830493
206063741,3,OTHPER,0.464896
206063780,3, Noise,0.617479
206063806,3, Noise,0.549679
206063831,3,OTHPER,0.5100279999999999
206063862,3,OTHPER,0.657237
206063874,3, Noise,0.717136
206063923,3, Noise,0.674872
206063962,3, Noise,0.495673
206063973,3,OTHPER,0.888192
206064046,3,OTHPER,0.817631
206064075,3, Noise,0.704917
206064134,3, Noise,0.596112
206064233,3,OTHPER,0.477968
206064246,3,OTHPER,0.506167
206064276,3,OTHPER,0.518894
206064368,3, Noise,0.574419
206064393,3, Noise,0.612757
206064487,3,OTHPER,0.41820799999999997
206064499,3,OTHPER,0.53012
206064502,3, Noise,0.7006760000000001
206064504,3,OTHPER,0.46887700000000004
206064541,3, Noise,0.7169760000000001
206064618,3,OTHPER,0.757257
206064650,3, Noise,0.439934
206064678,3, Noise,0.834324
206064711,3, Noise,0.898059
206064730,3, Noise,0.495483
206064738,3, Noise,0.43870699999999996
206064841,3,OTHPER,0.501815
206064843,3,OTHPER,0.448374
206064878,3, Noise,0.48330200000000006
206064923,3,OTHPER,0.46782799999999997
206064971,3,OTHPER,0.5347069999999999
206064979,3,OTHPER,0.5157970000000001
206065006,3, Noise,0.574267
206065061,3,OTHPER,0.9297709999999999
206065063,3, Noise,0.624583
206065107,3,OTHPER,0.464187
206065142,3, Noise,0.5873229999999999
206065150,3, Noise,0.528576
206065152,3, Noise,0.48686499999999994
206065226,3, Noise,0.462074
206065325,3, Noise,0.8768969999999999
206065371,3, Noise,0.55209
206065394,3, Noise,0.523127
206065475,3, Noise,0.529144
206065526,3,OTHPER,0.710688
206065533,3, Noise,0.6959350000000001
206065534,3,OTHPER,0.668437
206065597,3, Noise,0.745345
206065605,3, Noise,0.58608
206065663,3, Noise,0.524984
206065684,3,OTHPER,0.711461
206065686,3, Noise,0.6430600000000001
206065691,3,OTHPER,0.507835
206065778,3,OTHPER,0.908909
206065784,3,OTHPER,0.587353
206065795,3, Noise,0.561373
206065882,3,  RRab,0.47131999999999996
206065898,3, Noise,0.575875
206065904,3,OTHPER,0.5463279999999999
206065914,3,OTHPER,0.452765
206065920,3, Noise,0.566646
206065934,3,OTHPER,0.482917
206065971,3, Noise,0.544022
206066006,3, Noise,0.49846599999999996
206066031,3, Noise,0.55903
206066046,3, Noise,0.818629
206066055,3, Noise,0.6813640000000001
206066072,3,OTHPER,0.557187
206066083,3, Noise,0.48867700000000003
206066085,3, Noise,0.808832
206066120,3, Noise,0.527674
206066125,3,OTHPER,0.513867
206066142,3,OTHPER,0.45699700000000004
206066158,3, Noise,0.516258
206066175,3, Noise,0.527473
206066195,3, Noise,0.810516
206066198,3,OTHPER,0.59806
206066225,3,OTHPER,0.686381
206066265,3,OTHPER,0.765041
206066294,3, Noise,0.477153
206066322,3,OTHPER,0.8398469999999999
206066332,3,OTHPER,0.5515770000000001
206066342,3, Noise,0.537095
206066408,3, Noise,0.57863
206066437,3, Noise,0.578709
206066442,3,    EA,0.48651000000000005
206066537,3, Noise,0.577128
206066545,3,OTHPER,0.9233690000000001
206066573,3,OTHPER,0.477713
206066637,3,OTHPER,0.909768
206066648,3, Noise,0.48448599999999997
206066676,3, Noise,0.687391
206066775,3, Noise,0.494209
206066790,3,OTHPER,0.458934
206066799,3, Noise,0.528818
206066838,3, Noise,0.522664
206066876,3,OTHPER,0.5213369999999999
206066909,3,    EA,0.9997280000000001
206066932,3,OTHPER,0.404839
206066958,3,OTHPER,0.692991
206066977,3,OTHPER,0.953779
206066989,3, Noise,0.573382
206066993,3,OTHPER,0.5441630000000001
206066994,3, Noise,0.6742090000000001
206067016,3, Noise,0.663464
206067033,3,OTHPER,0.535939
206067068,3,OTHPER,0.505135
206067081,3,OTHPER,0.7810189999999999
206067114,3,OTHPER,0.430341
206067203,3, Noise,0.477455
206067215,3,OTHPER,0.880495
206067326,3,OTHPER,0.6934779999999999
206067457,3,OTHPER,0.47576599999999997
206067494,3, Noise,0.655335
206067528,3, Noise,0.5776
206067542,3,OTHPER,0.49759899999999996
206067617,3,OTHPER,0.5937979999999999
206067626,3, Noise,0.6048060000000001
206067693,3, Noise,0.607613
206067723,3,    EB,0.991418
206067745,3, Noise,0.47205600000000003
206067769,3,    EB,0.663651
206067842,3, Noise,0.731734
206067850,3,  GDOR,0.510239
206067886,3, Noise,0.41946300000000003
206067990,3, Noise,0.47811099999999995
206068060,3, Noise,0.685028
206068091,3,OTHPER,0.9906280000000001
206068141,3,OTHPER,0.478627
206068177,3,OTHPER,0.8762479999999999
206068205,3,OTHPER,0.673532
206068207,3, Noise,0.5486800000000001
206068213,3,OTHPER,0.46620600000000006
206068221,3,OTHPER,0.583201
206068227,3,OTHPER,0.9603510000000001
206068229,3, Noise,0.8226469999999999
206068258,3,OTHPER,0.480563
206068338,3, Noise,0.415297
206068362,3, Noise,0.645475
206068385,3, Noise,0.49871099999999996
206068520,3, Noise,0.6280060000000001
206068523,3,OTHPER,0.972614
206068538,3, Noise,0.554279
206068550,3, Noise,0.498512
206068574,3, Noise,0.545623
206068622,3, Noise,0.5691689999999999
206068625,3,OTHPER,0.510328
206068727,3,OTHPER,0.554294
206068771,3,OTHPER,0.956003
206068776,3, Noise,0.521055
206068784,3, Noise,0.520792
206068796,3,OTHPER,0.831832
206068852,3, Noise,0.58859
206068860,3, Noise,0.478429
206068894,3, Noise,0.619875
206068930,3, Noise,0.772995
206068956,3,OTHPER,0.530771
206068965,3,    EA,0.477496
206068973,3,OTHPER,0.47021599999999997
206069011,3,OTHPER,0.756698
206069049,3, Noise,0.645587
206069118,3, Noise,0.4787
206069140,3, Noise,0.600986
206069147,3,OTHPER,0.612792
206069201,3,OTHPER,0.8897790000000001
206069203,3,OTHPER,0.5396029999999999
206069212,3, Noise,0.5315300000000001
206069316,3,OTHPER,0.628418
206069348,3, Noise,0.547239
206069406,3,OTHPER,0.579199
206069505,3,OTHPER,0.6952729999999999
206069536,3,OTHPER,0.944155
206069542,3, Noise,0.545311
206069600,3,OTHPER,0.7959189999999999
206069609,3, Noise,0.638566
206069652,3,OTHPER,0.703308
206069656,3, Noise,0.513178
206069702,3,OTHPER,0.685417
206069707,3,OTHPER,0.46311
206069721,3, Noise,0.5586260000000001
206069764,3, Noise,0.46845600000000004
206069783,3,OTHPER,0.5096689999999999
206069787,3, Noise,0.5637810000000001
206069797,3,OTHPER,0.537856
206069812,3, Noise,0.5543100000000001
206069814,3, Noise,0.558261
206069827,3,OTHPER,0.604472
206069838,3,OTHPER,0.619491
206069858,3,OTHPER,0.9576950000000001
206069912,3,OTHPER,0.46614799999999995
206069993,3, Noise,0.474184
206069999,3, Noise,0.689446
206070069,3,OTHPER,0.624483
206070106,3,OTHPER,0.950833
206070109,3,OTHPER,0.5750770000000001
206070126,3,OTHPER,0.506274
206070165,3,OTHPER,0.558809
206070250,3, Noise,0.623854
206070251,3, Noise,0.7151109999999999
206070270,3, Noise,0.429622
206070319,3, Noise,0.537036
206070333,3, Noise,0.674218
206070334,3,OTHPER,0.538346
206070335,3,OTHPER,0.509892
206070377,3, Noise,0.583075
206070413,3, Noise,0.799337
206070505,3, Noise,0.533646
206070568,3, Noise,0.595596
206070627,3,OTHPER,0.53722
206070703,3, Noise,0.520129
206070739,3, Noise,0.740861
206070746,3, Noise,0.6589729999999999
206070824,3,OTHPER,0.42351099999999997
206070852,3, Noise,0.53647
206070882,3, Noise,0.687121
206070970,3, Noise,0.44818100000000005
206070993,3, Noise,0.593808
206071041,3,OTHPER,0.524648
206071061,3, Noise,0.640583
206071070,3,OTHPER,0.543181
206071125,3,OTHPER,0.54991
206071278,3, Noise,0.48805299999999996
206071402,3, Noise,0.598318
206071410,3, Noise,0.511342
206071429,3, Noise,0.5916819999999999
206071432,3,OTHPER,0.633096
206071478,3,OTHPER,0.762259
206071501,3,OTHPER,0.531503
206071555,3, Noise,0.5444260000000001
206071743,3,OTHPER,0.7969649999999999
206071779,3,OTHPER,0.8827149999999999
206071838,3, Noise,0.8210799999999999
206071932,3, Noise,0.529552
206071938,3, Noise,0.506666
206071963,3, DSCUT,0.473634
206071999,3, Noise,0.522809
206072007,3, Noise,0.715255
206072116,3,OTHPER,0.543759
206072151,3, Noise,0.481835
206072213,3, Noise,0.463338
206072215,3, Noise,0.543431
206072228,3,OTHPER,0.568567
206072254,3, Noise,0.514638
206072294,3, Noise,0.655173
206072346,3, Noise,0.610337
206072393,3, Noise,0.514727
206072463,3, Noise,0.7543949999999999
206072506,3, Noise,0.674309
206072546,3,OTHPER,0.924057
206072585,3,OTHPER,0.9329709999999999
206072609,3, Noise,0.5601109999999999
206072621,3, Noise,0.594252
206072629,3, Noise,0.7333689999999999
206072773,3,OTHPER,0.617799
206072784,3, Noise,0.509792
206072803,3,OTHPER,0.418818
206072808,3,OTHPER,0.442417
