epic_number,Campaign,DJA_Class,DJA_Probability,Class
205998178,3, Noise,0.547722, Noise
205998250,3, Noise,0.594542, Noise
205998452,3,OTHPER,0.502189,OTHPER
205998473,3,OTHPER,0.52281,OTHPER
205998490,3,OTHPER,0.605645,OTHPER
205998575,3,OTHPER,0.639911,OTHPER
205998588,3,OTHPER,0.5454979999999999,OTHPER
205998593,3, Noise,0.540063, Noise
205998649,3,OTHPER,0.525734,OTHPER
205998670,3, Noise,0.500711, Noise
205998721,3, Noise,0.584412, Noise
205998756,3, Noise,0.8010470000000001, Noise
205998953,3, Noise,0.8554579999999999, Noise
205998957,3,OTHPER,0.6715439999999999,OTHPER
205999017,3,OTHPER,0.946939,OTHPER
205999029,3, Noise,0.532185, Noise
205999059,3,OTHPER,0.8873270000000001,OTHPER
205999153,3,OTHPER,0.566117,OTHPER
205999159,3, Noise,0.5293720000000001, Noise
205999162,3, Noise,0.557397, Noise
205999238,3, Noise,0.542204, Noise
205999242,3,OTHPER,0.642446,OTHPER
205999340,3, Noise,0.5161479999999999, Noise
205999344,3,OTHPER,0.769918,OTHPER
205999354,3, Noise,0.5749310000000001, Noise
205999380,3, Noise,0.520683, Noise
205999437,3,OTHPER,0.596784,OTHPER
205999443,3,OTHPER,0.585966,OTHPER
205999468,3,OTHPER,0.604715,OTHPER
205999531,3, Noise,0.538988, Noise
205999568,3,OTHPER,0.50038,OTHPER
205999750,3, Noise,0.697897, Noise
205999847,3,OTHPER,0.598459,OTHPER
206000020,3, Noise,0.530434, Noise
206000070,3,OTHPER,0.6829529999999999,OTHPER
206000109,3,OTHPER,0.796874,OTHPER
206000143,3,OTHPER,0.968683,OTHPER
206000303,3, Noise,0.557175, Noise
206000312,3,OTHPER,0.8277700000000001,OTHPER
206000400,3,OTHPER,0.633206,OTHPER
206000548,3, Noise,0.501644, Noise
206000555,3, Noise,0.709485, Noise
206000627,3,OTHPER,0.58892,OTHPER
206000632,3, Noise,0.6962470000000001, Noise
206000772,3, Noise,0.540902, Noise
206000829,3,OTHPER,0.899267,OTHPER
206000848,3, Noise,0.5975550000000001, Noise
206000877,3,OTHPER,0.5092399999999999,OTHPER
206000925,3,OTHPER,0.5341520000000001,OTHPER
206000933,3,OTHPER,0.52698,OTHPER
206000965,3,  RRab,0.6222979999999999,  RRab
206000974,3, Noise,0.57089, Noise
206001005,3, Noise,0.59897, Noise
206001234,3, Noise,0.6166699999999999, Noise
206001293,3,OTHPER,0.606274,OTHPER
206001302,3,OTHPER,0.658015,OTHPER
206001489,3, Noise,0.815941, Noise
206001536,3, Noise,0.5129199999999999, Noise
206001591,3,OTHPER,0.6719609999999999,OTHPER
206001606,3,OTHPER,0.942458,OTHPER
206001619,3,    EB,0.990363,    EB
206001651,3,OTHPER,0.5066649999999999,OTHPER
206001660,3, Noise,0.547678, Noise
206001682,3,OTHPER,0.5368310000000001,OTHPER
206001689,3, Noise,0.705498, Noise
206001721,3, Noise,0.528519, Noise
206001796,3, Noise,0.593739, Noise
206001934,3, Noise,0.50345, Noise
206001964,3,OTHPER,0.5720069999999999,OTHPER
206002041,3,OTHPER,0.554555,OTHPER
206002117,3, Noise,0.752791, Noise
206002128,3, Noise,0.603995, Noise
206002151,3,OTHPER,0.6350140000000001,OTHPER
206002159,3, Noise,0.507564, Noise
206002215,3, Noise,0.587492, Noise
206002338,3,OTHPER,0.5037699999999999,OTHPER
206002346,3,OTHPER,0.627169,OTHPER
206002350,3,OTHPER,0.812628,OTHPER
206002426,3, Noise,0.606611, Noise
206002430,3, Noise,0.673987, Noise
206002435,3, DSCUT,0.50858, Noise
206002491,3, Noise,0.536173, Noise
206002507,3,OTHPER,0.945146,OTHPER
206002508,3,OTHPER,0.641798,OTHPER
206002521,3, Noise,0.763841, Noise
206002555,3,OTHPER,0.860094,OTHPER
206002561,3, Noise,0.5184, Noise
206002578,3, Noise,0.643105, Noise
206002621,3,OTHPER,0.52642,OTHPER
206002656,3,OTHPER,0.63194,OTHPER
206002717,3, Noise,0.579209, Noise
206002727,3,OTHPER,0.525721,OTHPER
206002780,3,OTHPER,0.8129149999999999,OTHPER
206002813,3, Noise,0.586986, Noise
206002827,3, Noise,0.690897, Noise
206002886,3, Noise,0.570802, Noise
206002967,3, Noise,0.6277729999999999, Noise
206003035,3, Noise,0.508977, Noise
206003051,3,OTHPER,0.544992,OTHPER
206003059,3, Noise,0.8012, Noise
206003077,3, Noise,0.7091729999999999, Noise
206003117,3, Noise,0.613242, Noise
206003123,3,OTHPER,0.979394,OTHPER
206003138,3,OTHPER,0.6044109999999999,OTHPER
206003184,3,OTHPER,0.5688810000000001,OTHPER
206003202,3,OTHPER,0.68701,OTHPER
206003293,3,OTHPER,0.60275,OTHPER
206003299,3, Noise,0.603043, Noise
206003535,3,OTHPER,0.566519,OTHPER
206003623,3, Noise,0.870825, Noise
206003629,3,OTHPER,0.560239,OTHPER
206003678,3,OTHPER,0.623801,OTHPER
206003702,3, Noise,0.583508, Noise
206003718,3,OTHPER,0.757733,OTHPER
206003806,3,OTHPER,0.6990970000000001,OTHPER
206003823,3, Noise,0.6037239999999999, Noise
206003851,3,OTHPER,0.514528,OTHPER
206003917,3, Noise,0.922136, Noise
206003937,3, Noise,0.547281, Noise
206004051,3, Noise,0.5727939999999999, Noise
206004159,3, Noise,0.588478, Noise
206004215,3,OTHPER,0.693408,OTHPER
206004283,3, Noise,0.7943100000000001, Noise
206004303,3,OTHPER,0.6655369999999999,OTHPER
206004317,3,OTHPER,0.513129,OTHPER
206004383,3, Noise,0.5236810000000001, Noise
206004397,3, Noise,0.653173, Noise
206004512,3,OTHPER,0.844773,OTHPER
206004542,3,OTHPER,0.524907,OTHPER
206004605,3,OTHPER,0.7667470000000001,OTHPER
206004622,3, Noise,0.5148199999999999, Noise
206004651,3,OTHPER,0.506328,OTHPER
206004663,3,OTHPER,0.939014,OTHPER
206004669,3,OTHPER,0.75372,OTHPER
206004767,3,OTHPER,0.5285310000000001,OTHPER
206004813,3, Noise,0.623077, Noise
206004819,3, Noise,0.5408109999999999, Noise
206004910,3, Noise,0.5917819999999999, Noise
206004963,3, Noise,0.618971, Noise
206004973,3,OTHPER,0.541048,OTHPER
206005083,3,OTHPER,0.5612550000000001,OTHPER
206005113,3, Noise,0.553719, Noise
206005250,3, Noise,0.66341, Noise
206005278,3, Noise,0.538079, Noise
206005309,3, Noise,0.5519930000000001, Noise
206005342,3, Noise,0.580942, Noise
206005374,3, Noise,0.505191, Noise
206005405,3, Noise,0.5072720000000001, Noise
206005406,3,OTHPER,0.52505,OTHPER
206005417,3, Noise,0.827467, Noise
206005566,3, Noise,0.59867, Noise
206005708,3,OTHPER,0.646989,OTHPER
206005863,3,OTHPER,0.6371359999999999,OTHPER
206005881,3, Noise,0.569353, Noise
206005910,3, Noise,0.665301, Noise
206005928,3, Noise,0.6871510000000001, Noise
206005968,3,OTHPER,0.602294,OTHPER
206006036,3,OTHPER,0.7992,OTHPER
206006058,3, Noise,0.522057, Noise
206006113,3, Noise,0.603911, Noise
206006156,3, Noise,0.74145, Noise
206006246,3,OTHPER,0.542038,OTHPER
206006296,3, Noise,0.50348, Noise
206006376,3, Noise,0.6460130000000001, Noise
206006388,3, Noise,0.794613, Noise
206006397,3,OTHPER,0.547968,OTHPER
206006443,3, Noise,0.5542600000000001, Noise
206006487,3, Noise,0.539153, Noise
206006589,3,OTHPER,0.562653,OTHPER
206006609,3, Noise,0.85035, Noise
206006723,3, Noise,0.6876399999999999, Noise
206006739,3, Noise,0.5681229999999999, Noise
206006751,3,OTHPER,0.509732,OTHPER
206006812,3, Noise,0.6091989999999999, Noise
206006830,3,OTHPER,0.7315119999999999,OTHPER
206006922,3, Noise,0.670774, Noise
206007090,3, Noise,0.510166, Noise
206007166,3, Noise,0.6388020000000001, Noise
206007216,3,OTHPER,0.550768,OTHPER
206007228,3,OTHPER,0.5311939999999999,OTHPER
206007231,3,OTHPER,0.5199229999999999,OTHPER
206007260,3,OTHPER,0.66759,OTHPER
206007283,3, Noise,0.592865, Noise
206007285,3, Noise,0.5873970000000001, Noise
206007310,3, Noise,0.542176, Noise
206007354,3, Noise,0.527628, Noise
206007358,3, Noise,0.730575, Noise
206007379,3,  RRab,0.566688,  RRab
206007428,3,OTHPER,0.54192,OTHPER
206007432,3,OTHPER,0.5538609999999999,OTHPER
206007447,3, Noise,0.5680310000000001, Noise
206007506,3, Noise,0.556225, Noise
206007536,3,OTHPER,0.937315,OTHPER
206007711,3, Noise,0.638734, Noise
206007828,3, Noise,0.583897, Noise
206007851,3,OTHPER,0.608725,OTHPER
206007877,3, Noise,0.742066, Noise
206007892,3,OTHPER,0.5911420000000001,OTHPER
206007916,3, Noise,0.526936, Noise
206007972,3, Noise,0.518998, Noise
206008020,3,OTHPER,0.6579149999999999,OTHPER
206008024,3,OTHPER,0.625346,OTHPER
206008049,3, Noise,0.531864, Noise
206008070,3,OTHPER,0.558107,OTHPER
206008091,3, Noise,0.529844, Noise
206008118,3,OTHPER,0.978076,OTHPER
206008313,3, Noise,0.578741, Noise
206008320,3,OTHPER,0.6181989999999999,OTHPER
206008353,3, Noise,0.654119, Noise
206008356,3,OTHPER,0.529949,OTHPER
206008358,3,OTHPER,0.6301100000000001,OTHPER
206008439,3, Noise,0.557062, Noise
206008455,3, Noise,0.741223, Noise
206008525,3, Noise,0.515582, Noise
206008630,3, Noise,0.546672, Noise
206008711,3,OTHPER,0.506977,OTHPER
206008774,3,OTHPER,0.5165649999999999,OTHPER
206008849,3, Noise,0.583354, Noise
206008853,3, Noise,0.7229359999999999, Noise
206008938,3, Noise,0.530045, Noise
206008971,3,OTHPER,0.553266,OTHPER
206009086,3, Noise,0.538147, Noise
206009171,3, Noise,0.6034229999999999, Noise
206009202,3,OTHPER,0.5977399999999999,OTHPER
206009259,3, Noise,0.628021, Noise
206009335,3,OTHPER,0.789967,OTHPER
206009356,3,OTHPER,0.5808,OTHPER
206009397,3, Noise,0.517266, Noise
206009413,3, Noise,0.511124, Noise
206009487,3, Noise,0.8237469999999999, Noise
206009500,3, Noise,0.809025, Noise
206009541,3, Noise,0.6517470000000001, Noise
206009612,3,OTHPER,0.783273,OTHPER
206009728,3,OTHPER,0.535195,OTHPER
206009905,3, Noise,0.550307, Noise
206009908,3,OTHPER,0.5517479999999999,OTHPER
206009938,3, Noise,0.647018, Noise
206010061,3, Noise,0.57473, Noise
206010093,3,OTHPER,0.5419579999999999,OTHPER
206010104,3,OTHPER,0.930353,OTHPER
206010129,3, Noise,0.619785, Noise
206010218,3,OTHPER,0.511376,OTHPER
206010231,3,OTHPER,0.629599,OTHPER
206010277,3,OTHPER,0.532057,OTHPER
206010331,3,OTHPER,0.597387,OTHPER
206010395,3, Noise,0.562067, Noise
206010419,3, Noise,0.502038, Noise
206010458,3,OTHPER,0.7969579999999999,OTHPER
206010465,3,OTHPER,0.733301,OTHPER
206010504,3,OTHPER,0.5571119999999999,OTHPER
206010574,3, Noise,0.747268, Noise
206010628,3, Noise,0.514844, Noise
206010646,3, Noise,0.650888, Noise
206010700,3, Noise,0.577581, Noise
206010746,3,OTHPER,0.859506,OTHPER
206010763,3,OTHPER,0.541705,OTHPER
206010781,3, Noise,0.531589, Noise
206010869,3, Noise,0.533125, Noise
206010946,3, Noise,0.592221, Noise
206011016,3,OTHPER,0.636206,OTHPER
206011150,3,OTHPER,0.513443,OTHPER
206011206,3, Noise,0.59109, Noise
206011251,3, Noise,0.587613, Noise
206011294,3,OTHPER,0.5565329999999999,OTHPER
206011316,3, Noise,0.587622, Noise
206011409,3, Noise,0.780752, Noise
206011436,3, Noise,0.584733, Noise
206011438,3,OTHPER,0.528077,OTHPER
206011450,3,OTHPER,0.948066,OTHPER
206011496,3,OTHPER,0.857678,OTHPER
206011510,3, Noise,0.6042069999999999, Noise
206011512,3,OTHPER,0.965397,OTHPER
206011529,3, Noise,0.560541, Noise
206011649,3, Noise,0.722528, Noise
206011661,3,OTHPER,0.689696,OTHPER
206011670,3, Noise,0.8654139999999999, Noise
206011684,3, Noise,0.503545, Noise
206011691,3,OTHPER,0.708657,OTHPER
206011788,3, Noise,0.570909, Noise
206011849,3, Noise,0.535463, Noise
206011867,3, Noise,0.679192, Noise
206011914,3,OTHPER,0.504119,OTHPER
206012057,3, Noise,0.5326420000000001, Noise
206012076,3, Noise,0.81517, Noise
206012254,3,OTHPER,0.8782610000000001,OTHPER
206012269,3, Noise,0.506682, Noise
206012300,3, Noise,0.6849350000000001, Noise
206012335,3, Noise,0.573025, Noise
206012451,3,OTHPER,0.736794,OTHPER
206012574,3, Noise,0.576802, Noise
206012653,3,OTHPER,0.7032970000000001,OTHPER
206012723,3,OTHPER,0.600163,OTHPER
206012743,3, Noise,0.522101, Noise
206012818,3, Noise,0.8301870000000001, Noise
206012838,3, Noise,0.538107, Noise
206012865,3, Noise,0.61128, Noise
206012894,3,OTHPER,0.8468450000000001,OTHPER
206013053,3,OTHPER,0.536453,OTHPER
206013096,3, Noise,0.5471239999999999, Noise
206013158,3,OTHPER,0.510246,OTHPER
206013179,3,OTHPER,0.557815,OTHPER
206013238,3, Noise,0.5169739999999999, Noise
206013241,3, Noise,0.672503, Noise
206013255,3, Noise,0.527055, Noise
206013306,3, Noise,0.558485, Noise
206013344,3,OTHPER,0.7462479999999999,OTHPER
206013346,3, Noise,0.5183, Noise
206013367,3, Noise,0.500794, Noise
206013430,3, Noise,0.5880489999999999, Noise
206013511,3, Noise,0.739641, Noise
206013540,3,OTHPER,0.59009,OTHPER
206013588,3,OTHPER,0.732526,OTHPER
206013597,3, Noise,0.801045, Noise
206013643,3, Noise,0.547379, Noise
206013660,3,OTHPER,0.89226,OTHPER
206013676,3,OTHPER,0.954797,OTHPER
206013709,3, Noise,0.759, Noise
206013733,3,OTHPER,0.686616,OTHPER
206013771,3,OTHPER,0.596961,OTHPER
206013819,3,OTHPER,0.519951,OTHPER
206013821,3, Noise,0.558185, Noise
206013839,3,OTHPER,0.540953,OTHPER
206013893,3,OTHPER,0.5310729999999999,OTHPER
206013896,3,OTHPER,0.918958,OTHPER
206013919,3, Noise,0.551058, Noise
206013991,3, Noise,0.531365, Noise
206014003,3,OTHPER,0.5759029999999999,OTHPER
206014033,3, Noise,0.600799, Noise
206014077,3, Noise,0.5752430000000001, Noise
206014091,3, Noise,0.6474880000000001, Noise
206014112,3, Noise,0.648366, Noise
206014255,3,OTHPER,0.5133939999999999,OTHPER
206014261,3, Noise,0.5654319999999999, Noise
206014356,3, Noise,0.586316, Noise
206014402,3, Noise,0.591406, Noise
206014467,3,OTHPER,0.675192,OTHPER
206014499,3, Noise,0.527872, Noise
206014572,3,OTHPER,0.984102,OTHPER
206014749,3,OTHPER,0.577358,OTHPER
206014798,3, Noise,0.549859, Noise
206014835,3, Noise,0.5167689999999999, Noise
206014873,3,OTHPER,0.508467,OTHPER
206014910,3, Noise,0.7294189999999999, Noise
206014949,3,OTHPER,0.52037,OTHPER
206014951,3,OTHPER,0.8664790000000001,OTHPER
206015087,3, Noise,0.542643, Noise
206015123,3, Noise,0.774457, Noise
206015141,3, Noise,0.532296, Noise
206015192,3,OTHPER,0.755235,OTHPER
206015264,3,OTHPER,0.690769,OTHPER
206015344,3, Noise,0.7600819999999999, Noise
206015402,3,OTHPER,0.552936,OTHPER
206015416,3,OTHPER,0.8070350000000001,OTHPER
206015475,3, Noise,0.526442, Noise
206015594,3, Noise,0.694346, Noise
206015673,3, Noise,0.865326, Noise
206015707,3,OTHPER,0.6270479999999999,OTHPER
206015753,3, Noise,0.515297, Noise
206015773,3,OTHPER,0.575774,OTHPER
206015804,3,OTHPER,0.736409,OTHPER
206015983,3, Noise,0.667104, Noise
206016007,3, Noise,0.6068279999999999, Noise
206016063,3, Noise,0.630401, Noise
206016098,3, Noise,0.623433, Noise
206016111,3, Noise,0.664041, Noise
206016121,3, Noise,0.721105, Noise
206016231,3,OTHPER,0.554212,OTHPER
206016425,3, Noise,0.566583, Noise
206016500,3,OTHPER,0.601015,OTHPER
206016538,3, Noise,0.580978, Noise
206016646,3, Noise,0.8341569999999999, Noise
206016662,3,OTHPER,0.5564399999999999,OTHPER
206016668,3, Noise,0.58126, Noise
206016674,3, Noise,0.720749, Noise
206016715,3,OTHPER,0.954309,OTHPER
206016756,3, Noise,0.564148, Noise
206016966,3, Noise,0.741754, Noise
206016980,3, Noise,0.561251, Noise
206017077,3,OTHPER,0.555741,OTHPER
206017168,3, Noise,0.521385, Noise
206017171,3,OTHPER,0.536976,OTHPER
206017207,3,OTHPER,0.664851,OTHPER
206017216,3, Noise,0.772146, Noise
206017258,3,OTHPER,0.5606479999999999,OTHPER
206017313,3,    EB,0.896784,    EB
206017351,3,OTHPER,0.618992,OTHPER
206017352,3, Noise,0.58995, Noise
206017394,3,OTHPER,0.548979,OTHPER
206017503,3, Noise,0.570253, Noise
206017540,3,OTHPER,0.6567149999999999,OTHPER
206017551,3,OTHPER,0.689433,OTHPER
206017574,3, Noise,0.603366, Noise
206017646,3, Noise,0.8457549999999999, Noise
206017718,3, Noise,0.629514, Noise
206017783,3,OTHPER,0.638795,OTHPER
206018092,3, Noise,0.636232, Noise
206018166,3, Noise,0.560802, Noise
206018174,3, Noise,0.742079, Noise
206018227,3, Noise,0.5757369999999999, Noise
206018240,3,OTHPER,0.90431,OTHPER
206018256,3,OTHPER,0.586821,OTHPER
206018302,3,OTHPER,0.5189560000000001,OTHPER
206018308,3,OTHPER,0.602826,OTHPER
206018389,3,OTHPER,0.753269,OTHPER
206018411,3, Noise,0.526026, Noise
206018471,3, Noise,0.565041, Noise
206018634,3, Noise,0.512817, Noise
206018668,3,OTHPER,0.7156899999999999,OTHPER
206018726,3, Noise,0.671607, Noise
206018736,3, Noise,0.578829, Noise
206018770,3,OTHPER,0.804551,OTHPER
206018790,3, Noise,0.621816, Noise
206018813,3,OTHPER,0.51586,OTHPER
206018872,3, Noise,0.555581, Noise
206018924,3, Noise,0.530064, Noise
206018929,3,OTHPER,0.5710109999999999,OTHPER
206018951,3, Noise,0.6332260000000001, Noise
206018971,3,OTHPER,0.53576,OTHPER
206018985,3, Noise,0.569287, Noise
206019043,3,OTHPER,0.60409,OTHPER
206019089,3, Noise,0.830838, Noise
206019101,3, Noise,0.605113, Noise
206019104,3,OTHPER,0.929005,OTHPER
206019139,3,OTHPER,0.59433,OTHPER
206019173,3,OTHPER,0.525474,OTHPER
206019236,3, Noise,0.649698, Noise
206019269,3,OTHPER,0.508175,OTHPER
206019270,3, Noise,0.579589, Noise
206019387,3, Noise,0.6857989999999999, Noise
206019482,3,OTHPER,0.5073949999999999,OTHPER
206019501,3,OTHPER,0.792513,OTHPER
206019599,3,OTHPER,0.5125430000000001,OTHPER
206019636,3, Noise,0.652877, Noise
206019696,3, Noise,0.511433, Noise
206019700,3, Noise,0.682941, Noise
206019796,3, Noise,0.765315, Noise
206019837,3, Noise,0.5577310000000001, Noise
206019853,3, Noise,0.573658, Noise
206019865,3, Noise,0.6084930000000001, Noise
206019939,3,OTHPER,0.503288,OTHPER
206020034,3,OTHPER,0.868474,OTHPER
206020118,3,OTHPER,0.566208,OTHPER
206020125,3, Noise,0.5779449999999999, Noise
206020141,3,OTHPER,0.509517,OTHPER
206020262,3, Noise,0.55255, Noise
206020372,3, Noise,0.6201800000000001, Noise
206020411,3, Noise,0.571736, Noise
206020452,3,OTHPER,0.538533,OTHPER
206020580,3, Noise,0.65618, Noise
206020622,3, Noise,0.5450729999999999, Noise
206020657,3, Noise,0.528465, Noise
206020713,3, Noise,0.65871, Noise
206020718,3,OTHPER,0.731042,OTHPER
206020725,3, Noise,0.737513, Noise
206020781,3, Noise,0.514596, Noise
206020795,3, Noise,0.503899, Noise
206020805,3, Noise,0.580951, Noise
206020918,3, Noise,0.537982, Noise
206020922,3, Noise,0.607196, Noise
206020926,3,OTHPER,0.59682,OTHPER
206021040,3, Noise,0.613943, Noise
206021073,3, Noise,0.5743779999999999, Noise
206021135,3,OTHPER,0.5524439999999999,OTHPER
206021155,3,OTHPER,0.899969,OTHPER
206021224,3, Noise,0.802245, Noise
206021225,3, Noise,0.528587, Noise
206021321,3, Noise,0.697504, Noise
206021355,3, Noise,0.596988, Noise
206021376,3,OTHPER,0.524805,OTHPER
206021435,3,OTHPER,0.63246,OTHPER
206021553,3,OTHPER,0.606436,OTHPER
206021640,3, Noise,0.673854, Noise
206021645,3, Noise,0.553783, Noise
206021755,3,OTHPER,0.585024,OTHPER
206021848,3, Noise,0.715458, Noise
206021920,3, Noise,0.767459, Noise
206022001,3,OTHPER,0.513267,OTHPER
206022170,3,OTHPER,0.594654,OTHPER
206022188,3,OTHPER,0.7385689999999999,OTHPER
206022257,3, Noise,0.517779, Noise
206022414,3, Noise,0.643658, Noise
206022614,3, Noise,0.6145390000000001, Noise
206022630,3, Noise,0.55876, Noise
206022637,3,OTHPER,0.562945,OTHPER
206022639,3,OTHPER,0.616471,OTHPER
206022739,3, Noise,0.507031, Noise
206022783,3, Noise,0.530255, Noise
206022811,3,OTHPER,0.521043,OTHPER
206022825,3, Noise,0.806109, Noise
206022953,3, Noise,0.513714, Noise
206023017,3, Noise,0.7772100000000001, Noise
206023179,3,OTHPER,0.959556,OTHPER
206023190,3,OTHPER,0.752012,OTHPER
206023362,3, Noise,0.503199, Noise
206023387,3,OTHPER,0.580727,OTHPER
206023494,3, Noise,0.511895, Noise
206023541,3, Noise,0.503748, Noise
206023548,3, Noise,0.7539520000000001, Noise
206023621,3,OTHPER,0.526367,OTHPER
206023696,3, Noise,0.66363, Noise
206023728,3, Noise,0.71531, Noise
206023751,3, Noise,0.507653, Noise
206023794,3, Noise,0.548372, Noise
206023866,3,OTHPER,0.576769,OTHPER
206023869,3,OTHPER,0.518659,OTHPER
206023949,3, Noise,0.53045, Noise
206023978,3, Noise,0.542397, Noise
206024028,3, Noise,0.561485, Noise
206024046,3, Noise,0.6410899999999999, Noise
206024094,3,OTHPER,0.5289010000000001,OTHPER
206024119,3, Noise,0.569235, Noise
206024304,3,OTHPER,0.977148,OTHPER
206024309,3, Noise,0.8198629999999999, Noise
206024326,3,OTHPER,0.524634,OTHPER
206024341,3, Noise,0.549742, Noise
206024363,3,OTHPER,0.557525,OTHPER
206024448,3,OTHPER,0.673311,OTHPER
206024475,3,OTHPER,0.518867,OTHPER
206024567,3,OTHPER,0.519896,OTHPER
206024635,3,OTHPER,0.5428850000000001,OTHPER
206024677,3, Noise,0.559542, Noise
206024688,3,OTHPER,0.5884229999999999,OTHPER
206024706,3,OTHPER,0.960658,OTHPER
206024723,3, Noise,0.520771, Noise
206024741,3, Noise,0.5082800000000001, Noise
206025072,3, Noise,0.6170260000000001, Noise
206025097,3,OTHPER,0.741069,OTHPER
206025145,3, Noise,0.836118, Noise
206025147,3, Noise,0.564824, Noise
206025150,3, Noise,0.507703, Noise
206025199,3, Noise,0.556268, Noise
206025204,3,OTHPER,0.5330090000000001,OTHPER
206025274,3, Noise,0.648453, Noise
206025394,3, Noise,0.5325479999999999, Noise
206025398,3, Noise,0.534697, Noise
206025399,3, Noise,0.551728, Noise
206025425,3,OTHPER,0.636722,OTHPER
206025430,3, Noise,0.505728, Noise
206025500,3, Noise,0.565021, Noise
206025590,3, Noise,0.5076390000000001, Noise
206025605,3,OTHPER,0.5537489999999999,OTHPER
206025651,3, Noise,0.514321, Noise
206025663,3,    EB,0.992126,    EB
206025666,3, Noise,0.514279, Noise
206025673,3, Noise,0.677921, Noise
206025689,3,OTHPER,0.700681,OTHPER
206025968,3,OTHPER,0.7014779999999999,OTHPER
206025997,3,OTHPER,0.7134159999999999,OTHPER
206026076,3, Noise,0.593708, Noise
206026087,3,OTHPER,0.933351,OTHPER
206026126,3, Noise,0.698429, Noise
206026136,3,OTHPER,0.767616,OTHPER
206026143,3, Noise,0.535964, Noise
206026161,3,OTHPER,0.505513,OTHPER
206026190,3,OTHPER,0.588291,OTHPER
206026266,3,OTHPER,0.764053,OTHPER
206026274,3, Noise,0.69911, Noise
206026285,3, Noise,0.6440520000000001, Noise
206026426,3,OTHPER,0.938714,OTHPER
206026513,3,OTHPER,0.935499,OTHPER
206026526,3, Noise,0.791794, Noise
206026597,3,OTHPER,0.987465,OTHPER
206026608,3, Noise,0.5507920000000001, Noise
206026615,3, Noise,0.529802, Noise
206026642,3, Noise,0.813105, Noise
206026656,3,OTHPER,0.537655,OTHPER
206026659,3,OTHPER,0.798504,OTHPER
206026747,3,OTHPER,0.7102729999999999,OTHPER
206026809,3,OTHPER,0.549583,OTHPER
206026825,3,OTHPER,0.6873199999999999,OTHPER
206026880,3,OTHPER,0.902931,OTHPER
206026904,3,OTHPER,0.959473,OTHPER
206026936,3,OTHPER,0.510771,OTHPER
206027048,3, Noise,0.664392, Noise
206027050,3, Noise,0.692616, Noise
206027106,3,OTHPER,0.510389,OTHPER
206027116,3, Noise,0.650568, Noise
206027358,3, Noise,0.545469, Noise
206027411,3, Noise,0.545424, Noise
206027465,3,OTHPER,0.502908,OTHPER
206027531,3,OTHPER,0.974722,OTHPER
206027631,3, Noise,0.510351, Noise
206027653,3,OTHPER,0.8909469999999999,OTHPER
206027655,3,OTHPER,0.577505,OTHPER
206027732,3,OTHPER,0.601147,OTHPER
206027774,3,OTHPER,0.547385,OTHPER
206027856,3, Noise,0.586217, Noise
206027866,3, Noise,0.567947, Noise
206027885,3,OTHPER,0.8214540000000001,OTHPER
206027891,3, Noise,0.6168140000000001, Noise
206027899,3,OTHPER,0.6358229999999999,OTHPER
206027902,3,OTHPER,0.562758,OTHPER
206028060,3, Noise,0.649403, Noise
206028078,3,OTHPER,0.5912350000000001,OTHPER
206028130,3,OTHPER,0.966372,OTHPER
206028134,3,OTHPER,0.624636,OTHPER
206028147,3,OTHPER,0.947159,OTHPER
206028176,3,OTHPER,0.5307569999999999,OTHPER
206028182,3,OTHPER,0.5191600000000001,OTHPER
206028290,3, Noise,0.503895, Noise
206028300,3,OTHPER,0.655637,OTHPER
206028374,3, Noise,0.500077, Noise
206028451,3, Noise,0.591091, Noise
206028478,3,OTHPER,0.751834,OTHPER
206028533,3, Noise,0.576799, Noise
206028535,3,OTHPER,0.534135,OTHPER
206028536,3,OTHPER,0.7343569999999999,OTHPER
206028547,3, Noise,0.502987, Noise
206028553,3, Noise,0.598263, Noise
206028585,3,OTHPER,0.690458,OTHPER
206028612,3,OTHPER,0.510251,OTHPER
206028692,3,OTHPER,0.830335,OTHPER
206028744,3,OTHPER,0.714983,OTHPER
206028785,3, Noise,0.526515, Noise
206028879,3, Noise,0.532305, Noise
206028891,3,OTHPER,0.744425,OTHPER
206028965,3, Noise,0.624901, Noise
206029084,3,OTHPER,0.598484,OTHPER
206029174,3, Noise,0.775414, Noise
206029242,3, Noise,0.527267, Noise
206029243,3,  RRab,0.621958,  RRab
206029291,3, Noise,0.5415, Noise
206029300,3,OTHPER,0.556972,OTHPER
206029314,3,OTHPER,0.8740690000000001,OTHPER
206029335,3,OTHPER,0.596547,OTHPER
206029338,3, Noise,0.516483, Noise
206029401,3, Noise,0.581124, Noise
206029450,3,OTHPER,0.5036619999999999,OTHPER
206029511,3,OTHPER,0.559826,OTHPER
206029572,3, Noise,0.5306, Noise
206029576,3, Noise,0.7573880000000001, Noise
206029578,3,OTHPER,0.50029,OTHPER
206029627,3,OTHPER,0.925741,OTHPER
206029732,3, Noise,0.515228, Noise
206029752,3, Noise,0.576645, Noise
206029948,3,OTHPER,0.843526,OTHPER
206030089,3, Noise,0.597356, Noise
206030172,3, Noise,0.575583, Noise
206030193,3,OTHPER,0.943367,OTHPER
206030207,3,OTHPER,0.762149,OTHPER
206030322,3, Noise,0.766686, Noise
206030360,3, Noise,0.584619, Noise
206030387,3,OTHPER,0.884698,OTHPER
