,epic_number,Campaign,DJA_Class,Probability,Class
3657,206099686,3,OTHPER,0.874815,OTHPER
3658,206099827,3,OTHPER,0.542953,OTHPER
3659,206099864,3,OTHPER,0.559756,OTHPER
3660,206099897,3,OTHPER,0.505554,OTHPER
3661,206099917,3, Noise,0.6075149999999999, Noise
3662,206099965,3, Noise,0.522828, Noise
3663,206099985,3, Noise,0.503065, Noise
3664,206100060,3, Noise,0.533523, Noise
3665,206100100,3, Noise,0.668632, Noise
3666,206100203,3, Noise,0.55515, Noise
3667,206100238,3,OTHPER,0.538741,OTHPER
3668,206100274,3, Noise,0.709059, Noise
3669,206100308,3,OTHPER,0.506898,OTHPER
3670,206100363,3, Noise,0.52913, Noise
3671,206100412,3, Noise,0.5678880000000001, Noise
3672,206100485,3, Noise,0.6262840000000001, Noise
3673,206100510,3, Noise,0.516421, Noise
3674,206100614,3, Noise,0.610954, Noise
3675,206100647,3, Noise,0.697295, Noise
3676,206100786,3, Noise,0.653084, Noise
3677,206100814,3, DSCUT,0.533987, Noise
3678,206100828,3,OTHPER,0.705834,OTHPER
3679,206100849,3, Noise,0.547285, Noise
3680,206100855,3,OTHPER,0.647243,OTHPER
3681,206100889,3, Noise,0.7795890000000001, Noise
3682,206100953,3,OTHPER,0.507648,OTHPER
3683,206101009,3,OTHPER,0.575716,OTHPER
3684,206101079,3, Noise,0.58659, Noise
3685,206101104,3, Noise,0.506497, Noise
3686,206101105,3,OTHPER,0.78193,OTHPER
3687,206101127,3, Noise,0.636163, Noise
3688,206101145,3, Noise,0.5643229999999999, Noise
3689,206101150,3, Noise,0.543299, Noise
3690,206101182,3,OTHPER,0.5189060000000001,OTHPER
3691,206101187,3,OTHPER,0.702715,OTHPER
3692,206101210,3,OTHPER,0.581097,OTHPER
3693,206101243,3,OTHPER,0.58712,OTHPER
3694,206101302,3,OTHPER,0.558714,OTHPER
3695,206101304,3, Noise,0.528379, Noise
3696,206101393,3, Noise,0.528154, Noise
3697,206101404,3, Noise,0.503499, Noise
3698,206101438,3, Noise,0.689188, Noise
3699,206101448,3, Noise,0.532643, Noise
3700,206101453,3,OTHPER,0.927842,OTHPER
3701,206101493,3, Noise,0.69793, Noise
3702,206101574,3, Noise,0.698084, Noise
3703,206101719,3, Noise,0.563234, Noise
3704,206101744,3,OTHPER,0.816163,OTHPER
3705,206101836,3, Noise,0.536553, Noise
3706,206101863,3, Noise,0.669748, Noise
3707,206101902,3,OTHPER,0.927446,OTHPER
3708,206101920,3, Noise,0.788608, Noise
3709,206101922,3,OTHPER,0.554305,OTHPER
3710,206102006,3, Noise,0.60029, Noise
3711,206102047,3, Noise,0.50938, Noise
3712,206102116,3, Noise,0.545171, Noise
3713,206102171,3, Noise,0.540035, Noise
3714,206102203,3, Noise,0.516955, Noise
3715,206102219,3, Noise,0.755517, Noise
3716,206102397,3, Noise,0.5738949999999999, Noise
3717,206102411,3,OTHPER,0.645645,OTHPER
3718,206102451,3, Noise,0.6683180000000001, Noise
3719,206102462,3, Noise,0.559658, Noise
3720,206102523,3,OTHPER,0.639353,OTHPER
3721,206102582,3, Noise,0.778085, Noise
3722,206102668,3, Noise,0.574176, Noise
3723,206102898,3,OTHPER,0.508097,OTHPER
3724,206102927,3,OTHPER,0.7694439999999999,OTHPER
3725,206102994,3, Noise,0.6340720000000001, Noise
3726,206103023,3,OTHPER,0.588777,OTHPER
3727,206103033,3,OTHPER,0.625559,OTHPER
3728,206103165,3, Noise,0.806722, Noise
3729,206103210,3, Noise,0.545862, Noise
3730,206103212,3, Noise,0.602675, Noise
3731,206103224,3,OTHPER,0.519983,OTHPER
3732,206103237,3,OTHPER,0.568254,OTHPER
3733,206103250,3,OTHPER,0.585357,OTHPER
3734,206103256,3, Noise,0.552798, Noise
3735,206103289,3,OTHPER,0.5723739999999999,OTHPER
3736,206103347,3,OTHPER,0.562813,OTHPER
3737,206103359,3,OTHPER,0.6229140000000001,OTHPER
3738,206103383,3, Noise,0.5956239999999999, Noise
3739,206103442,3,OTHPER,0.887825,OTHPER
3740,206103601,3, Noise,0.644316, Noise
3741,206103608,3,OTHPER,0.501909,OTHPER
3742,206103619,3, Noise,0.640139, Noise
3743,206103632,3, Noise,0.576769, Noise
3744,206103664,3,OTHPER,0.508748,OTHPER
3745,206103779,3, Noise,0.659424, Noise
3746,206103980,3,OTHPER,0.860643,OTHPER
3747,206104022,3, Noise,0.63012, Noise
3748,206104035,3, Noise,0.526253, Noise
3749,206104084,3, Noise,0.674794, Noise
3750,206104118,3, Noise,0.8624430000000001, Noise
3751,206104172,3, Noise,0.603468, Noise
3752,206104183,3, Noise,0.7711819999999999, Noise
3753,206104238,3, Noise,0.795312, Noise
3754,206104372,3,OTHPER,0.563126,OTHPER
3755,206104409,3, Noise,0.624552, Noise
3756,206104410,3, Noise,0.500152, Noise
3757,206104421,3,OTHPER,0.642995,OTHPER
3758,206104423,3,OTHPER,0.705062,OTHPER
3759,206104431,3,OTHPER,0.5851310000000001,OTHPER
3760,206104445,3,OTHPER,0.6227090000000001,OTHPER
3761,206104448,3,OTHPER,0.6023310000000001,OTHPER
3762,206104526,3,OTHPER,0.6744760000000001,OTHPER
3763,206104535,3,OTHPER,0.546092,OTHPER
3764,206104631,3, Noise,0.568623, Noise
3765,206104637,3, Noise,0.5466810000000001, Noise
3766,206104667,3,OTHPER,0.521757,OTHPER
3767,206104741,3, Noise,0.541966, Noise
3768,206104835,3, Noise,0.5721229999999999, Noise
3769,206104969,3, Noise,0.742265, Noise
3770,206105055,3, Noise,0.532041, Noise
3771,206105117,3,OTHPER,0.852225,OTHPER
3772,206105133,3, Noise,0.734363, Noise
3773,206105199,3, Noise,0.52098, Noise
3774,206105269,3, Noise,0.5202869999999999, Noise
3775,206105348,3,OTHPER,0.802534,OTHPER
3776,206105393,3, Noise,0.506111, Noise
3777,206105395,3,OTHPER,0.661808,OTHPER
3778,206105433,3, Noise,0.616239, Noise
3779,206105526,3, Noise,0.524511, Noise
3780,206105536,3,  RRab,0.625926,  RRab
3781,206105548,3,OTHPER,0.8184359999999999,OTHPER
3782,206105561,3,OTHPER,0.5119199999999999,OTHPER
3783,206105566,3, Noise,0.572294, Noise
3784,206105589,3,OTHPER,0.976735,OTHPER
3785,206105679,3, Noise,0.6400359999999999, Noise
3786,206105775,3,OTHPER,0.5084529999999999,OTHPER
3787,206105777,3,OTHPER,0.700972,OTHPER
3788,206105799,3, DSCUT,0.53761, Noise
3789,206105819,3, Noise,0.523045, Noise
3790,206105990,3,OTHPER,0.673569,OTHPER
3791,206106032,3, Noise,0.5172720000000001, Noise
3792,206106083,3, Noise,0.68863, Noise
3793,206106092,3, Noise,0.593956, Noise
3794,206106206,3, Noise,0.5196770000000001, Noise
3795,206106427,3,OTHPER,0.700429,OTHPER
3796,206106578,3, Noise,0.595461, Noise
3797,206106757,3,OTHPER,0.545036,OTHPER
3798,206106803,3, Noise,0.830347, Noise
3799,206106840,3, Noise,0.836433, Noise
3800,206106865,3, Noise,0.602481, Noise
3801,206107032,3,OTHPER,0.555862,OTHPER
3802,206107113,3,OTHPER,0.514678,OTHPER
3803,206107122,3, Noise,0.794136, Noise
3804,206107186,3, Noise,0.55303, Noise
3805,206107194,3, Noise,0.756649, Noise
3806,206107215,3, Noise,0.592796, Noise
3807,206107225,3, Noise,0.556591, Noise
3808,206107241,3, Noise,0.667297, Noise
3809,206107253,3, Noise,0.819765, Noise
3810,206107346,3, Noise,0.7676729999999999, Noise
3811,206107348,3, Noise,0.521967, Noise
3812,206107362,3,OTHPER,0.634596,OTHPER
3813,206107394,3,OTHPER,0.569451,OTHPER
3814,206107429,3,OTHPER,0.645875,OTHPER
3815,206107601,3,OTHPER,0.720712,OTHPER
3816,206107651,3,OTHPER,0.503694,OTHPER
3817,206107668,3,OTHPER,0.564001,OTHPER
3818,206107687,3, Noise,0.5118060000000001, Noise
3819,206107701,3,OTHPER,0.799673,OTHPER
3820,206107710,3,OTHPER,0.676145,OTHPER
3821,206107716,3,OTHPER,0.535989,OTHPER
3822,206107727,3, Noise,0.524315, Noise
3823,206107884,3,OTHPER,0.962381,OTHPER
3824,206107945,3, Noise,0.5013029999999999, Noise
3825,206107953,3,OTHPER,0.95893,OTHPER
3826,206108083,3,OTHPER,0.880453,OTHPER
3827,206108086,3,OTHPER,0.861643,OTHPER
3828,206108141,3,OTHPER,0.677904,OTHPER
3829,206108177,3,OTHPER,0.983475,OTHPER
3830,206108219,3, Noise,0.521496, Noise
3831,206108228,3, Noise,0.52893, Noise
3832,206108258,3,OTHPER,0.805702,OTHPER
3833,206108284,3, Noise,0.589989, Noise
3834,206108325,3, Noise,0.7668119999999999, Noise
3835,206108395,3, Noise,0.5878260000000001, Noise
3836,206108484,3, Noise,0.555751, Noise
3837,206108556,3,OTHPER,0.611165,OTHPER
3838,206108630,3, Noise,0.72787, Noise
3839,206108727,3, Noise,0.513034, Noise
3840,206108760,3, Noise,0.594449, Noise
3841,206108895,3,OTHPER,0.8441059999999999,OTHPER
3842,206108920,3,OTHPER,0.517885,OTHPER
3843,206109113,3,  GDOR,0.538788,OTHPER
3844,206109273,3, Noise,0.500421, Noise
3845,206109324,3, Noise,0.543871, Noise
3846,206109343,3,OTHPER,0.804712,OTHPER
3847,206109365,3,OTHPER,0.5185850000000001,OTHPER
3848,206109486,3, Noise,0.5212899999999999, Noise
3849,206109504,3, Noise,0.5444680000000001, Noise
3850,206109598,3, Noise,0.737804, Noise
3851,206109641,3,    EA,0.770269,    EA
3852,206109685,3,OTHPER,0.595136,OTHPER
3853,206109716,3,OTHPER,0.518424,OTHPER
3854,206109832,3, Noise,0.505362, Noise
3855,206109942,3, Noise,0.6290399999999999, Noise
3856,206110073,3,OTHPER,0.570592,OTHPER
3857,206110133,3, Noise,0.5949479999999999, Noise
3858,206110163,3, Noise,0.727568, Noise
3859,206110247,3,OTHPER,0.505469,OTHPER
3860,206110253,3, Noise,0.556068, Noise
3861,206110322,3,OTHPER,0.857864,OTHPER
3862,206110325,3, DSCUT,0.61651, Noise
3863,206110345,3, Noise,0.634798, Noise
3864,206110374,3, Noise,0.572242, Noise
3865,206110380,3, Noise,0.532414, Noise
3866,206110644,3, Noise,0.594376, Noise
3867,206110760,3,OTHPER,0.509422,OTHPER
3868,206110770,3, Noise,0.568144, Noise
3869,206110898,3,OTHPER,0.6098859999999999,OTHPER
3870,206110903,3, Noise,0.611997, Noise
3871,206110968,3, Noise,0.53532, Noise
3872,206110991,3, Noise,0.585209, Noise
3873,206111008,3, Noise,0.519898, Noise
3874,206111153,3,OTHPER,0.785363,OTHPER
3875,206111183,3,OTHPER,0.51565,OTHPER
3876,206111195,3,OTHPER,0.51437,OTHPER
3877,206111262,3,OTHPER,0.502341,OTHPER
3878,206111289,3,OTHPER,0.543759,OTHPER
3879,206111327,3, Noise,0.5521229999999999, Noise
3880,206111359,3, Noise,0.503058, Noise
3881,206111503,3,OTHPER,0.626409,OTHPER
3882,206111552,3,OTHPER,0.555685,OTHPER
3883,206111736,3, Noise,0.758325, Noise
3884,206111893,3, Noise,0.519491, Noise
3885,206111932,3, DSCUT,0.61811, Noise
3886,206112066,3,OTHPER,0.7519899999999999,OTHPER
3887,206112187,3, Noise,0.716649, Noise
3888,206112197,3,OTHPER,0.621186,OTHPER
3889,206112332,3, Noise,0.5265989999999999, Noise
3890,206112430,3,OTHPER,0.567507,OTHPER
3891,206112444,3,OTHPER,0.539654,OTHPER
3892,206112468,3, Noise,0.7438939999999999, Noise
3893,206112486,3, Noise,0.511633, Noise
3894,206112517,3, Noise,0.570739, Noise
3895,206112567,3,OTHPER,0.532158,OTHPER
3896,206112690,3,OTHPER,0.8730600000000001,OTHPER
3897,206112707,3, Noise,0.50276, Noise
3898,206112725,3, Noise,0.5843649999999999, Noise
3899,206112732,3,OTHPER,0.903496,OTHPER
3900,206112827,3,OTHPER,0.524466,OTHPER
3901,206112957,3, Noise,0.510193, Noise
3902,206113033,3, Noise,0.633158, Noise
3903,206113085,3,OTHPER,0.563017,OTHPER
3904,206113123,3,OTHPER,0.568721,OTHPER
3905,206113188,3,OTHPER,0.705449,OTHPER
3906,206113207,3, Noise,0.527038, Noise
3907,206113267,3,OTHPER,0.562376,OTHPER
3908,206113348,3, Noise,0.534331, Noise
3909,206113381,3,OTHPER,0.847275,OTHPER
3910,206113386,3, Noise,0.834458, Noise
3911,206113423,3, Noise,0.5162260000000001, Noise
3912,206113475,3,OTHPER,0.747875,OTHPER
3913,206113480,3,OTHPER,0.8650629999999999,OTHPER
3914,206113505,3,OTHPER,0.614448,OTHPER
3915,206113518,3, Noise,0.65172, Noise
3916,206113686,3,OTHPER,0.674255,OTHPER
3917,206113692,3, Noise,0.503606, Noise
3918,206113787,3,OTHPER,0.5393180000000001,OTHPER
3919,206113866,3, Noise,0.6522020000000001, Noise
3920,206113922,3,OTHPER,0.924882,OTHPER
3921,206113923,3, Noise,0.648874, Noise
3922,206113945,3, Noise,0.7157789999999999, Noise
3923,206113988,3,OTHPER,0.589517,OTHPER
3924,206114068,3, Noise,0.507278, Noise
3925,206114262,3, Noise,0.574155, Noise
3926,206114425,3, Noise,0.5805600000000001, Noise
3927,206114577,3, Noise,0.690368, Noise
3928,206114616,3, Noise,0.612484, Noise
3929,206114630,3,OTHPER,0.870258,OTHPER
3930,206114648,3,OTHPER,0.971495,OTHPER
3931,206114674,3,OTHPER,0.546143,OTHPER
3932,206114701,3, Noise,0.5590579999999999, Noise
3933,206114875,3,OTHPER,0.500378,OTHPER
3934,206114954,3, Noise,0.565701, Noise
3935,206114990,3,OTHPER,0.5535180000000001,OTHPER
3936,206114991,3,OTHPER,0.634951,OTHPER
3937,206115069,3, Noise,0.537646, Noise
3938,206115210,3,OTHPER,0.6196149999999999,OTHPER
3939,206115213,3,OTHPER,0.562443,OTHPER
3940,206115258,3, Noise,0.5750529999999999, Noise
3941,206115268,3, Noise,0.6159, Noise
3942,206115272,3, Noise,0.603686, Noise
3943,206115426,3,OTHPER,0.623099,OTHPER
3944,206115519,3,OTHPER,0.6540779999999999,OTHPER
3945,206115541,3,OTHPER,0.5101479999999999,OTHPER
3946,206115598,3,OTHPER,0.978917,OTHPER
3947,206115603,3, Noise,0.555057, Noise
3948,206115708,3,OTHPER,0.519837,OTHPER
3949,206115717,3, Noise,0.72239, Noise
3950,206115747,3,OTHPER,0.583192,OTHPER
3951,206115828,3, Noise,0.501867, Noise
3952,206115863,3,OTHPER,0.960192,OTHPER
3953,206115879,3,OTHPER,0.800187,OTHPER
3954,206115887,3,OTHPER,0.775238,OTHPER
3955,206115897,3,OTHPER,0.529887,OTHPER
3956,206115954,3,OTHPER,0.538563,OTHPER
3957,206115972,3, Noise,0.5796359999999999, Noise
3958,206115995,3, Noise,0.602165, Noise
3959,206116019,3,OTHPER,0.986985,OTHPER
3960,206116256,3,OTHPER,0.546621,OTHPER
3961,206116359,3, Noise,0.6641600000000001, Noise
3962,206116444,3, Noise,0.551091, Noise
3963,206116448,3,OTHPER,0.618614,OTHPER
3964,206116546,3, Noise,0.510025, Noise
3965,206116619,3, Noise,0.550608, Noise
3966,206116779,3, Noise,0.504374, Noise
3967,206116793,3, Noise,0.503319, Noise
3968,206116877,3, Noise,0.503197, Noise
3969,206116906,3, Noise,0.666111, Noise
3970,206116965,3, Noise,0.616467, Noise
3971,206116976,3, Noise,0.513072, Noise
3972,206117078,3, Noise,0.522903, Noise
3973,206117121,3, Noise,0.519706, Noise
3974,206117168,3,OTHPER,0.6036050000000001,OTHPER
3975,206117228,3,OTHPER,0.964629,OTHPER
3976,206117230,3,OTHPER,0.54996,OTHPER
3977,206117244,3, Noise,0.622101, Noise
3978,206117310,3,OTHPER,0.624256,OTHPER
3979,206117349,3,OTHPER,0.664518,OTHPER
3980,206117367,3,OTHPER,0.516588,OTHPER
3981,206117448,3,OTHPER,0.966706,OTHPER
3982,206117473,3,OTHPER,0.908309,OTHPER
3983,206117547,3,OTHPER,0.5126539999999999,OTHPER
3984,206117559,3,OTHPER,0.971573,OTHPER
3985,206117625,3, Noise,0.6092770000000001, Noise
3986,206117648,3,OTHPER,0.538312,OTHPER
3987,206117696,3,OTHPER,0.95476,OTHPER
3988,206117811,3, Noise,0.568233, Noise
3989,206117913,3, Noise,0.512629, Noise
3990,206118056,3, Noise,0.518154, Noise
3991,206118135,3, Noise,0.567475, Noise
3992,206118202,3,OTHPER,0.722065,OTHPER
3993,206118245,3, Noise,0.614487, Noise
3994,206118263,3, Noise,0.6570060000000001, Noise
3995,206118294,3,OTHPER,0.722846,OTHPER
3996,206118349,3,OTHPER,0.676218,OTHPER
3997,206118387,3,OTHPER,0.544585,OTHPER
3998,206118427,3, Noise,0.501125, Noise
3999,206118499,3, Noise,0.632708, Noise
4000,206118507,3,OTHPER,0.595802,OTHPER
4001,206118522,3, Noise,0.52693, Noise
4002,206118565,3, Noise,0.528953, Noise
4003,206118600,3, Noise,0.609201, Noise
4004,206118769,3, Noise,0.598631, Noise
4005,206118878,3,OTHPER,0.512613,OTHPER
4006,206118982,3, Noise,0.583907, Noise
4007,206119025,3, Noise,0.6034229999999999, Noise
4008,206119026,3, Noise,0.726437, Noise
4009,206119095,3, Noise,0.520476, Noise
4010,206119141,3, Noise,0.652705, Noise
4011,206119217,3,OTHPER,0.587918,OTHPER
4012,206119238,3, Noise,0.584975, Noise
4013,206119245,3, Noise,0.5284399999999999, Noise
4014,206119284,3, Noise,0.711642, Noise
4015,206119290,3, Noise,0.515067, Noise
4016,206119639,3,OTHPER,0.550439,OTHPER
4017,206119730,3,OTHPER,0.7068369999999999,OTHPER
4018,206119742,3, Noise,0.548564, Noise
4019,206119796,3,OTHPER,0.928041,OTHPER
4020,206119892,3,OTHPER,0.56372,OTHPER
4021,206119918,3,OTHPER,0.55981,OTHPER
4022,206119935,3,OTHPER,0.615188,OTHPER
4023,206119939,3,OTHPER,0.722427,OTHPER
4024,206120030,3,OTHPER,0.566218,OTHPER
4025,206120033,3, Noise,0.522317, Noise
4026,206120043,3,OTHPER,0.656745,OTHPER
4027,206120069,3, Noise,0.569547, Noise
4028,206120101,3,OTHPER,0.616261,OTHPER
4029,206120108,3,OTHPER,0.505853,OTHPER
4030,206120199,3, Noise,0.504012, Noise
4031,206120254,3, Noise,0.71668, Noise
4032,206120256,3, Noise,0.623654, Noise
4033,206120428,3,OTHPER,0.799826,OTHPER
4034,206120536,3, Noise,0.690018, Noise
4035,206120630,3,OTHPER,0.532537,OTHPER
4036,206120639,3, Noise,0.500622, Noise
4037,206120708,3, Noise,0.771757, Noise
4038,206120726,3, Noise,0.899875, Noise
4039,206120776,3, Noise,0.521092, Noise
4040,206120800,3,OTHPER,0.553283,OTHPER
4041,206120831,3,OTHPER,0.7957029999999999,OTHPER
4042,206120837,3,OTHPER,0.52257,OTHPER
4043,206120948,3, Noise,0.52054, Noise
4044,206120995,3, Noise,0.5434100000000001, Noise
4045,206121089,3, Noise,0.688401, Noise
4046,206121146,3, Noise,0.59442, Noise
4047,206121274,3,OTHPER,0.580627,OTHPER
4048,206121277,3, Noise,0.684052, Noise
4049,206121301,3, Noise,0.5149699999999999, Noise
4050,206121354,3, Noise,0.519329, Noise
4051,206121378,3,OTHPER,0.721202,OTHPER
4052,206121465,3,OTHPER,0.78709,OTHPER
4053,206121469,3, Noise,0.8411690000000001, Noise
4054,206121545,3, Noise,0.601017, Noise
4055,206121600,3,OTHPER,0.6539119999999999,OTHPER
4056,206121620,3, Noise,0.514889, Noise
4057,206121650,3, Noise,0.557547, Noise
4058,206121682,3,OTHPER,0.944975,OTHPER
4059,206121748,3, Noise,0.592742, Noise
4060,206121812,3,OTHPER,0.609584,OTHPER
4061,206121833,3,OTHPER,0.523175,OTHPER
4062,206121958,3,OTHPER,0.586807,OTHPER
4063,206122017,3,OTHPER,0.850383,OTHPER
4064,206122024,3, Noise,0.615654, Noise
4065,206122028,3, Noise,0.744309, Noise
4066,206122091,3, Noise,0.5328229999999999, Noise
4067,206122145,3, Noise,0.565294, Noise
4068,206122264,3, Noise,0.510516, Noise
4069,206122393,3,OTHPER,0.661099,OTHPER
4070,206122640,3, Noise,0.799975, Noise
4071,206122659,3, Noise,0.547661, Noise
4072,206122751,3,OTHPER,0.609162,OTHPER
4073,206122768,3,OTHPER,0.7505470000000001,OTHPER
4074,206122829,3,OTHPER,0.507359,OTHPER
4075,206122892,3, Noise,0.790571, Noise
4076,206122917,3, Noise,0.632729, Noise
4077,206122998,3,OTHPER,0.947683,OTHPER
4078,206123112,3, Noise,0.591123, Noise
4079,206123182,3, Noise,0.544009, Noise
4080,206123250,3, Noise,0.5033920000000001, Noise
4081,206123399,3,OTHPER,0.520935,OTHPER
4082,206123431,3, Noise,0.752463, Noise
4083,206123510,3, Noise,0.63578, Noise
4084,206123527,3,OTHPER,0.8687379999999999,OTHPER
4085,206123599,3, Noise,0.538966, Noise
4086,206123620,3, Noise,0.635301, Noise
4087,206123645,3,OTHPER,0.800707,OTHPER
4088,206123736,3, Noise,0.503174, Noise
4089,206123813,3, Noise,0.5328189999999999, Noise
4090,206123863,3, Noise,0.5159239999999999, Noise
4091,206123865,3, Noise,0.517825, Noise
4092,206123907,3, Noise,0.764778, Noise
4093,206123963,3,  RRab,0.640003,  RRab
4094,206123969,3,OTHPER,0.524007,OTHPER
4095,206123997,3, Noise,0.599655, Noise
4096,206124013,3,OTHPER,0.5061359999999999,OTHPER
4097,206124173,3, Noise,0.507354, Noise
4098,206124194,3, Noise,0.520515, Noise
4099,206124200,3, Noise,0.541586, Noise
4100,206124311,3,OTHPER,0.527407,OTHPER
4101,206124620,3,OTHPER,0.5158689999999999,OTHPER
4102,206124667,3, Noise,0.569509, Noise
4103,206124710,3,OTHPER,0.578232,OTHPER
4104,206124750,3,OTHPER,0.511408,OTHPER
4105,206124751,3, Noise,0.561566, Noise
4106,206124802,3, Noise,0.697114, Noise
4107,206124862,3, Noise,0.670514, Noise
4108,206124863,3, Noise,0.5868770000000001, Noise
4109,206124865,3, Noise,0.5293770000000001, Noise
4110,206125125,3, Noise,0.5886680000000001, Noise
4111,206125141,3,OTHPER,0.581029,OTHPER
4112,206125167,3, Noise,0.519004, Noise
4113,206125172,3, Noise,0.635738, Noise
4114,206125361,3, Noise,0.521185, Noise
4115,206125365,3,OTHPER,0.974217,OTHPER
4116,206125368,3, Noise,0.549426, Noise
4117,206125482,3,OTHPER,0.537693,OTHPER
4118,206125501,3,OTHPER,0.561149,OTHPER
4119,206125558,3, Noise,0.708264, Noise
4120,206125599,3,OTHPER,0.635588,OTHPER
4121,206125634,3,OTHPER,0.6600699999999999,OTHPER
4122,206125675,3, Noise,0.554008, Noise
4123,206125757,3, Noise,0.508672, Noise
4124,206125783,3,OTHPER,0.521929,OTHPER
4125,206125788,3,OTHPER,0.526365,OTHPER
4126,206125851,3,OTHPER,0.752721,OTHPER
4127,206125901,3,  RRab,0.544461,  RRab
4128,206126007,3,OTHPER,0.7217640000000001,OTHPER
4129,206126013,3,OTHPER,0.5955229999999999,OTHPER
4130,206126057,3, Noise,0.714901, Noise
4131,206126088,3,OTHPER,0.582954,OTHPER
4132,206126138,3, Noise,0.501685, Noise
4133,206126311,3,OTHPER,0.532499,OTHPER
4134,206126361,3, Noise,0.500212, Noise
4135,206126395,3,OTHPER,0.5263260000000001,OTHPER
4136,206126479,3, Noise,0.532151, Noise
4137,206126499,3, Noise,0.676705, Noise
4138,206126511,3, Noise,0.767411, Noise
4139,206126569,3,OTHPER,0.8552879999999999,OTHPER
4140,206126602,3, DSCUT,0.5590470000000001, Noise
4141,206126611,3,OTHPER,0.665654,OTHPER
4142,206126653,3, Noise,0.5176649999999999, Noise
4143,206126654,3,OTHPER,0.525676,OTHPER
4144,206126671,3, Noise,0.56948, Noise
4145,206126685,3, Noise,0.510542, Noise
4146,206126692,3, Noise,0.6537149999999999, Noise
4147,206126731,3,  RRab,0.69596,  RRab
4148,206126847,3,OTHPER,0.573936,OTHPER
4149,206126863,3, Noise,0.5328510000000001, Noise
4150,206127050,3, Noise,0.539966, Noise
4151,206127103,3,OTHPER,0.683239,OTHPER
4152,206127144,3,OTHPER,0.824044,OTHPER
4153,206127180,3, Noise,0.691317, Noise
4154,206127483,3, Noise,0.583541, Noise
4155,206127605,3, Noise,0.655899, Noise
4156,206127629,3,OTHPER,0.5162439999999999,OTHPER
4157,206127642,3, Noise,0.541078, Noise
4158,206127655,3,OTHPER,0.593943,OTHPER
4159,206127695,3,OTHPER,0.670879,OTHPER
4160,206127753,3, Noise,0.51435, Noise
4161,206127782,3, Noise,0.556232, Noise
4162,206127807,3, Noise,0.530215, Noise
4163,206127819,3,OTHPER,0.577097,OTHPER
4164,206127832,3, Noise,0.656931, Noise
4165,206127930,3,OTHPER,0.500747,OTHPER
4166,206127958,3, Noise,0.510135, Noise
4167,206128009,3, Noise,0.51566, Noise
4168,206128062,3, Noise,0.527927, Noise
4169,206128069,3,OTHPER,0.637374,OTHPER
4170,206128121,3,OTHPER,0.796817,OTHPER
4171,206128228,3, Noise,0.560641, Noise
4172,206128274,3,OTHPER,0.57043,OTHPER
4173,206128410,3, Noise,0.743816, Noise
4174,206128427,3, Noise,0.506103, Noise
4175,206128435,3, Noise,0.56292, Noise
4176,206128467,3, Noise,0.537674, Noise
4177,206128493,3,OTHPER,0.567808,OTHPER
4178,206128500,3, Noise,0.6170939999999999, Noise
4179,206128523,3, Noise,0.508469, Noise
4180,206128596,3, Noise,0.542437, Noise
4181,206128602,3, Noise,0.721959, Noise
4182,206128634,3,OTHPER,0.740608,OTHPER
4183,206128714,3, Noise,0.650898, Noise
4184,206128764,3, Noise,0.5064890000000001, Noise
4185,206128832,3,OTHPER,0.504567,OTHPER
4186,206128836,3, Noise,0.5784590000000001, Noise
4187,206128849,3,OTHPER,0.60065,OTHPER
4188,206128900,3,OTHPER,0.810076,OTHPER
4189,206128947,3,OTHPER,0.72547,OTHPER
4190,206128954,3, Noise,0.720186, Noise
4191,206129061,3, Noise,0.580789, Noise
4192,206129145,3,OTHPER,0.559262,OTHPER
4193,206129430,3,OTHPER,0.83183,OTHPER
4194,206129602,3,OTHPER,0.532321,OTHPER
4195,206129626,3,OTHPER,0.520088,OTHPER
4196,206129709,3,OTHPER,0.577713,OTHPER
4197,206129718,3,OTHPER,0.585719,OTHPER
4198,206129918,3, Noise,0.540734, Noise
4199,206129966,3, Noise,0.613512, Noise
4200,206130043,3,OTHPER,0.989177,OTHPER
4201,206130199,3,OTHPER,0.6458699999999999,OTHPER
4202,206130242,3, Noise,0.513614, Noise
4203,206130353,3,OTHPER,0.603517,OTHPER
4204,206130383,3, Noise,0.505502, Noise
4205,206130420,3, Noise,0.5198510000000001, Noise
4206,206130601,3, Noise,0.52627, Noise
4207,206130635,3, Noise,0.505625, Noise
4208,206130710,3, Noise,0.680998, Noise
4209,206130712,3, Noise,0.504844, Noise
4210,206130800,3, Noise,0.5197430000000001, Noise
4211,206130966,3, Noise,0.523656, Noise
4212,206131052,3,OTHPER,0.952635,OTHPER
4213,206131060,3, Noise,0.537203, Noise
4214,206131128,3, Noise,0.57803, Noise
4215,206131149,3, Noise,0.532928, Noise
4216,206131197,3,OTHPER,0.811171,OTHPER
4217,206131208,3, Noise,0.5676220000000001, Noise
4218,206131217,3,OTHPER,0.561833,OTHPER
4219,206131301,3, Noise,0.549772, Noise
4220,206131322,3, Noise,0.504282, Noise
4221,206131351,3,  RRab,0.643331,  RRab
4222,206131355,3, Noise,0.7050569999999999, Noise
4223,206131413,3,OTHPER,0.6356930000000001,OTHPER
4224,206131496,3,OTHPER,0.7143430000000001,OTHPER
4225,206131664,3,OTHPER,0.513247,OTHPER
4226,206131678,3, Noise,0.626487, Noise
4227,206131730,3,OTHPER,0.5166189999999999,OTHPER
